"","rating","plan","state","type","ncqa","consumersat","prevention","treatment","instype"
"1557",NA,"Health Alliance Midwest, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H1737","NE","HMO","Yes",NA,1,2.5,"Medicare"
"1652",NA,"Health Alliance Midwest, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H2591","NE","PPO","No",NA,1,NA,"Medicare"
"1747",NA,"UnitedHealthcare Insurance Company (IA,KS,MO,NE)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2228","NE","PPO","Yes",NA,2,3,"Medicare"
"977",4,"UnitedHealthcare of the Midlands, Inc. d/b/a UnitedHealthcare Community Plan (Nebraska)","NE","HMO","Yes",4,3.5,3,"Medicaid"
"1076",NA,"WellCare of Nebraska, Inc.","NE","HMO","Yes (Interim)",NA,NA,NA,"Medicaid"
"978",3,"Aetna Health Inc. (Pennsylvania) - Arizona","NV","HMO/POS","Yes",2.5,2,2.5,"Commercial"
"1077",3,"Health Plan of Nevada, Inc.","NV","HMO/POS","Yes",1.5,2.5,2.5,"Commercial"
"1174",3,"Prominence Health Plan","NV","HMO/POS","Yes",2,2.5,2.5,"Commercial"
"1268",3,"United Healthcare Services, Inc  (Nevada)","NV","PPO","Yes",2,2.5,2.5,"Commercial"
"1367",3,"UnitedHealthcare Insurance Company (Nevada)","NV","PPO","Yes",2,2.5,2.5,"Commercial"
"1458",2.5,"Aetna Life Insurance Company (Nevada)","NV","PPO/EPO","Yes",1.5,2,2.5,"Commercial"
"1558",2.5,"Cigna Health and Life Insurance Company - Nevada","NV","PPO","Yes",1.5,2,2,"Commercial"
"1653",2.5,"Connecticut General Life Insurance Company - Nevada","NV","PPO","Yes",1.5,2,2,"Commercial"
"1748",2.5,"Sierra Health & Life","NV","PPO","Yes",1.5,2,2,"Commercial"
"1843",2,"Rocky Mountain Hospital and Medical Services Inc. dba Anthem Blue Cross and Blue Shield (Nevada)
                                    
                                        
                                    

                                    
                                        Special Project: Federal Employee Program","NV","PPO","No (In process)",3,2,2,"Commercial"
"1941",NA,"UnitedHealthcare Military & Veterans Services, LLC","NV","POS","Yes",NA,NA,NA,"Commercial"
"2035",NA,"Compass Rose Health Plan","NV","PPO","No",NA,NA,NA,"Commercial"
"979",4.5,"Aetna Life Insurance Company (Nevada)
                                    
                                        
                                    

                                    
                                        CMS Contract: H5521","NV","PPO","Yes",3.5,4,4,"Medicare"
"1078",4,"Aetna Health Inc. (Pennsylvania) - Arizona
                                    
                                        
                                    

                                    
                                        CMS Contract: H3931","NV","HMO","Yes",3,4,3.5,"Medicare"
"1175",4,"PacifiCare of Colorado, Inc. (AZ/CO/NV)
                                    
                                        
                                    

                                    
                                        CMS Contract: H0609","NV","HMO","Yes",3.5,4,3.5,"Medicare"
"1269",4,"Sierra Health and Life Insurance Company, Inc. (AZ,CA,NV)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2001","NV","PPO","Yes",3.5,4,3.5,"Medicare"
"1368",3.5,"Health Plan of Nevada, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H2931","NV","HMO","Yes",3,3.5,3,"Medicare"
"1459",3,"Humana Health Plan, Inc. (Nevada)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2949","NV","HMO","No",2.5,3.5,3,"Medicare"
"1559",2.5,"Prominence Health Plan
                                    
                                        
                                    

                                    
                                        CMS Contract: H5945","NV","HMO","No",2,2,3,"Medicare"
"1654",NA,"UnitedHealthcare Insurance Company (AZ,CA,NV)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2228","NV","PPO","Yes",NA,2,3,"Medicare"
"1749",NA,"Hometown Health - Nevada
                                    
                                        
                                    

                                    
                                        CMS Contract: H2960","NV","HMO","No",NA,NA,NA,"Medicare"
"980",3,"AMERIGROUP Nevada, Inc.","NV","HMO","Yes",2,3,2.5,"Medicaid"
"1079",2,"Health Plan of Nevada, Inc.","NV","HMO","Yes",2.5,2,1,"Medicaid"
"981",5,"Tufts Associated Health Maintenance Organization, Inc.","NH","HMO/POS","Yes",3.5,5,4.5,"Commercial"
"1080",4.5,"Anthem Health Plans of New Hampshire, Inc. d/b/a/ Anthem Blue Cross and Blue Shield in New Hampshire","NH","HMO/POS","Yes",3.5,4.5,4,"Commercial"
"1176",4.5,"Matthew Thornton Health Plan, Inc. dba Anthem Health Plan of NH, Inc.","NH","HMO/POS","Yes",3.5,4.5,4,"Commercial"
"1270",4,"Cigna Health and Life Insurance Company - New Hampshire","NH","HMO/POS/PPO","Yes",3.5,3.5,3,"Commercial"
"1369",4,"Connecticut General Life Insurance Company - New Hampshire","NH","HMO/POS/PPO","Yes",3.5,3.5,3,"Commercial"
"1460",4,"Harvard Pilgrim Health Care of New England (NH)","NH","HMO/POS","Yes",2.5,4,4,"Commercial"
"1560",4,"Martin's Point US Family Health Plan (NH, NY, PA, VT)","NH","HMO","Yes",5,3.5,3.5,"Commercial"
"1655",4,"United HealthCare Services, Inc. (New Hampshire)","NH","PPO","Yes",3,3.5,3.5,"Commercial"
"1750",4,"UnitedHealthcare Insurance Company (New Hampshire)","NH","PPO","Yes",3,3.5,3.5,"Commercial"
"1844",3.5,"Anthem Health Plans of New Hampshire, Inc. d/b/a/ Anthem Blue Cross and Blue Shield in New Hampshire
                                    
                                        
                                    

                                    
                                        Special Project: Federal Employee Program","NH","PPO","Yes",4,2.5,2.5,"Commercial"
"1942",3,"Aetna Life Insurance Company (NH/VT)","NH","PPO/EPO","Yes",3,2,2.5,"Commercial"
"2036",NA,"Minuteman Health, Inc.","NH","HMO/POS","Yes",NA,NA,NA,"Commercial"
"2130",NA,"Compass Rose Health Plan","NH","PPO","No",NA,NA,NA,"Commercial"
"982",4,"Martin's Point Generations Advantage, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H5591","NH","HMO/POS","No",5,4,3.5,"Medicare"
"1081",4,"Martin's Point Generations Advantage, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H1365","NH","PPO","No",4,3.5,3.5,"Medicare"
"1177",4,"Sierra Health and Life Insurance Company, Inc.-(CT,MA,ME,NH,RI,VT)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2001","NH","PPO","Yes",3.5,4,3.5,"Medicare"
"1271",3,"Care Improvement Plus South Central Insurance Company
                                    
                                        
                                    

                                    
                                        CMS Contract: H5322","NH","HMO/POS","No",2.5,3,3.5,"Medicare"
"1370",NA,"Arcadian Health Plan, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H5619","NH","HMO","No",NA,3,3,"Medicare"
"983",4.5,"Boston Medical Center Health Plan, Inc. (d/b/a Well Sense Health Plan)","NH","HMO","Yes",3.5,3.5,4,"Medicaid"
"1082",4,"Granite State Health Plan, Inc. d/b/a New Hampshire Healthy Families","NH","HMO","Yes",3.5,3.5,4,"Medicaid"
"984",4,"Aetna Health Inc. (New Jersey)","NJ","HMO/POS","Yes",4,3.5,3,"Commercial"
"1083",4,"Horizon Blue Cross Blue Shield of New Jersey, Inc.","NJ","HMO","Yes",3.5,3.5,3.5,"Commercial"
"1178",4,"Horizon Healthcare Services, Inc. /dba/ Horizon Blue Cross Blue Shield of New Jersey, Inc.","NJ","POS","Yes",3.5,3.5,3.5,"Commercial"
"1272",3.5,"Aetna Life Insurance Company (New Jersey)","NJ","PPO/EPO","Yes",2.5,3.5,3,"Commercial"
"1371",3.5,"AmeriHealth HMO, Inc. - New Jersey","NJ","HMO/POS","Yes",3.5,3.5,2.5,"Commercial"
"1461",3.5,"AmeriHealth Insurance Company of New Jersey","NJ","PPO","Yes",3,3.5,3,"Commercial"
"1561",3.5,"Cigna Health and Life Insurance Company - New Jersey","NJ","PPO","Yes",3,3.5,3,"Commercial"
"1656",3.5,"Connecticut General Life Insurance Company - New Jersey","NJ","PPO","Yes",3,3.5,3,"Commercial"
"1751",3.5,"Horizon Healthcare Services, Inc. /dba/ Horizon Blue Cross Blue Shield of New Jersey, Inc.","NJ","PPO/EPO","Yes",2.5,3,3.5,"Commercial"
"1845",3.5,"Oxford Health Insurance Company, Inc. (New Jersey)","NJ","PPO","Yes",3,3,2.5,"Commercial"
"1943",3.5,"UnitedHealthcare Insurance Company (New Jersey)","NJ","PPO","Yes",2,3.5,3,"Commercial"
"2037",3.5,"UnitedHealthcare Services, Inc  (New Jersey)","NJ","PPO","Yes",2,3.5,3,"Commercial"
"2131",3,"AmeriHealth Insurance Company of New Jersey","NJ","POS","Yes",2.5,3,2.5,"Commercial"
"2226",3,"Oxford Health Plans of New Jersey
                                    
                                        
                                    

                                    
                                        Special Project: NJ Commercial","NJ","HMO/POS","Yes",2,2.5,2.5,"Commercial"
"2325",NA,"Cigna HealthCare of New Jersey, Inc.","NJ","HMO/POS","Yes",NA,NA,NA,"Commercial"
"2422",NA,"QualCare, Inc. (New Jersey)","NJ","PPO","Yes (Interim)",NA,NA,NA,"Commercial"
"2519",NA,"Compass Rose Health Plan","NJ","PPO","No",NA,NA,NA,"Commercial"
"985",4.5,"Aetna Life Insurance Company (New Jersey)
                                    
                                        
                                    

                                    
                                        CMS Contract: H5521","NJ","PPO","Yes",3.5,4,4,"Medicare"
"1084",4,"Aetna Health Inc. (New Jersey)
                                    
                                        
                                    

                                    
                                        CMS Contract: H3152","NJ","HMO","Yes",4,3.5,3.5,"Medicare"
"1179",4,"Sierra Health and Life Insurance Company, Inc. (NJ)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2001","NJ","PPO","Yes",3.5,4,3.5,"Medicare"
"1273",3.5,"Horizon Insurance Company
                                    
                                        
                                    

                                    
                                        CMS Contract: H3154","NJ","HMO","Yes",3,2.5,3,"Medicare"
"1372",3.5,"Sierra Health and Life Insurance Company, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H5652","NJ","HMO/POS","No",4,4.5,3.5,"Medicare"
"1462",3,"Care Improvement Plus South Central Insurance Company
                                    
                                        
                                    

                                    
                                        CMS Contract: H5322","NJ","HMO/POS","No",2.5,3,3.5,"Medicare"
"1562",3,"Oxford Health Plans of New Jersey (Medicare)ʠ
                                    
                                        
                                    

                                    
                                        CMS Contract: H3113","NJ","HMO/POS","No",NA,2.5,3,"Medicare"
"1657",2.5,"Clover Insurance Company
                                    
                                        
                                    

                                    
                                        CMS Contract: H5141","NJ","PPO","No",NA,2.5,2.5,"Medicare"
"1752",2.5,"WellCare Health Plans of New Jersey, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H0913","NJ","HMO","Yes",1.5,2,2.5,"Medicare"
"1846",NA,"Aetna Life Insurance Company (Regional NJ)
                                    
                                        
                                    

                                    
                                        CMS Contract: R6694","NJ","PPO","Yes",NA,1.5,3.5,"Medicare"
"1944",NA,"Geisinger Quality Options
                                    
                                        
                                    

                                    
                                        CMS Contract: H9412","NJ","PPO","Yes",NA,1,2,"Medicare"
"2038",NA,"Horizon Insurance Company
                                    
                                        
                                    

                                    
                                        CMS Contract: H7971","NJ","PPO","Yes",NA,1.5,NA,"Medicare"
"2132",NA,"UnitedHealthcare Insurance Company (NJ,NY)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2228","NJ","PPO","Yes",NA,2,3,"Medicare"
"2227",NA,"Amerigroup New Jersey, Inc.ʠ
                                    
                                        
                                    

                                    
                                        CMS Contract: H3240","NJ","HMO","No",NA,NA,NA,"Medicare"
"986",3.5,"AmeriChoice of New Jersey, Inc. dba UnitedHealthcare Community Plan (NJ)","NJ","HMO","Yes",1.5,3.5,3,"Medicaid"
"1085",3.5,"Amerigroup New Jersey, Inc.","NJ","HMO","Yes",2,3.5,3,"Medicaid"
"1180",3.5,"WellCare Health Plans of New Jersey, Inc.","NJ","HMO","Yes",3,3,3,"Medicaid"
"1274",3,"Horizon Healthcare of New Jersey, Inc. d/b/a Horizon NJ Health","NJ","HMO","Yes",2,3,2.5,"Medicaid"
"1373",1.5,"Aetna Better Health of New Jersey","NJ","HMO","Yes (Interim)",1.5,1.5,1.5,"Medicaid"
"987",3.5,"Presbyterian Health Plan, Inc.","NM","HMO/POS/PPO","Yes",2.5,3,3,"Commercial"
"1086",3,"Presbyterian Insurance Company","NM","PPO","Yes",2,2.5,2.5,"Commercial"
"1181",3,"United Healthcare Services, Inc  (New Mexico)","NM","PPO","Yes",2,2.5,2.5,"Commercial"
"1275",3,"UnitedHealthcare Insurance Company (New Mexico)","NM","PPO","Yes",2,2.5,2.5,"Commercial"
"1374",2.5,"Aetna Life Insurance Company (New Mexico)","NM","PPO/EPO","Yes",2.5,1.5,2.5,"Commercial"
"1463",2.5,"Blue Cross and Blue Shield of New Mexico","NM","HMO/PPO","Yes",2,2.5,2,"Commercial"
"1563",2.5,"New Mexico Health Connections","NM","HMO","Yes",1.5,2,2.5,"Commercial"
"1658",2,"Cigna Health and Life Insurance Company - New Mexico","NM","PPO","Yes",1.5,1.5,2,"Commercial"
"1753",2,"Connecticut General Life Insurance Company - New Mexico","NM","PPO","Yes",1.5,1.5,2,"Commercial"
"1847",NA,"Blue Cross and Blue Shield of New Mexico, a Division of Health Care Service Corporation (FEP)","NM","PPO","Yes",NA,NA,NA,"Commercial"
"1945",NA,"New Mexico Health Connections","NM","PPO","Yes",NA,NA,NA,"Commercial"
"2039",NA,"UnitedHealthcare Military & Veterans Services, LLC","NM","POS","Yes",NA,NA,NA,"Commercial"
"2133",NA,"Compass Rose Health Plan","NM","PPO","No",NA,NA,NA,"Commercial"
"988",4.5,"Aetna Life Insurance Company (New Mexico)
                                    
                                        
                                    

                                    
                                        CMS Contract: H5521","NM","PPO","Yes",3.5,4,4,"Medicare"
"1087",4,"Presbyterian Health Plan, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H3204","NM","HMO","Yes",3,4,3.5,"Medicare"
"1182",4,"Sierra Health and Life Insurance Company, Inc. (AR,LA,NM,OK,TX)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2001","NM","PPO","Yes",3.5,4,3.5,"Medicare"
"1276",3.5,"Presbyterian Insurance Company
                                    
                                        
                                    

                                    
                                        CMS Contract: H3206","NM","PPO","Yes",3,4,3,"Medicare"
"1375",3,"Care Improvement Plus South Central Insurance Company
                                    
                                        
                                    

                                    
                                        CMS Contract: H5322","NM","HMO/POS","No",2.5,3,3.5,"Medicare"
"1464",2.5,"Molina Healthcare of New Mexicoʠ
                                    
                                        
                                    

                                    
                                        CMS Contract: H9082","NM","HMO","No",2,3.5,3,"Medicare"
"1564",NA,"CHRISTUS Health Plan
                                    
                                        
                                    

                                    
                                        CMS Contract: H1189","NM","HMO","Yes (Interim)",NA,0.5,NA,"Medicare"
"1659",NA,"UnitedHealthcare Insurance Company (NM)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2228","NM","PPO","Yes",NA,2,3,"Medicare"
"1754",NA,"Blue Cross and Blue Shield of Illinois/Blue Cross Blue Shield of New Mexico
                                    
                                        
                                    

                                    
                                        CMS Contract: H3822","NM","HMO","No",NA,NA,NA,"Medicare"
"1848",NA,"Blue Cross and Blue Shield of Illinois/Blue Cross Blue Shield of New Mexico
                                    
                                        
                                    

                                    
                                        CMS Contract: H3251","NM","HMO","No",NA,NA,NA,"Medicare"
"1946",NA,"Blue Cross and Blue Shield of Illinois/Blue Cross Blue Shield of New Mexico
                                    
                                        
                                    

                                    
                                        CMS Contract: H0107","NM","PPO","No",NA,NA,NA,"Medicare"
"2040",NA,"Blue Cross and Blue Shield of Illinois/Blue Cross Blue Shield of New Mexico
                                    
                                        
                                    

                                    
                                        CMS Contract: H8634","NM","PPO","No",NA,NA,NA,"Medicare"
"2134",NA,"Blue Cross and Blue Shield of Illinois/Blue Cross Blue Shield of New Mexico
                                    
                                        
                                    

                                    
                                        CMS Contract: H3979","NM","HMO","No",NA,NA,NA,"Medicare"
"2228",NA,"Blue Cross and Blue Shield of Illinois/Blue Cross Blue Shield of New Mexico
                                    
                                        
                                    

                                    
                                        CMS Contract: H8133","NM","HMO","No",NA,NA,NA,"Medicare"
"989",3,"Blue Cross and Blue Shield of New Mexico","NM","HMO","Yes",3,2,2.5,"Medicaid"
"1088",3,"Molina Healthcare of New Mexico","NM","HMO","Yes",3,2.5,2.5,"Medicaid"
"1183",3,"Presbyterian Health Plan, Inc.","NM","HMO","Yes",3,2.5,2.5,"Medicaid"
"1277",3,"UnitedHealthcare Community Plan, Inc - New Mexico","NM","HMO","Yes",2.5,2,2.5,"Medicaid"
"990",4.5,"Capital District Physicians' Health Plan, Inc. (CDPHP)","NY","HMO","Yes",4.5,4.5,4,"Commercial"
"1089",4.5,"Capital District Physicians' Healthcare Network, Inc. (CDPHN)","NY","HMO/POS","Yes",4.5,4.5,4,"Commercial"
"1184",4.5,"Capital District Physicians' Healthcare Network, Inc. (CDPHN)","NY","PPO","Yes",4,4.5,3.5,"Commercial"
"1278",4.5,"CDPHP Universal Benefits, Inc.","NY","PPO","Yes",4,4.5,3.5,"Commercial"
"1376",4.5,"HealthNow New York, Inc.","NY","HMO/POS/PPO","Yes",4.5,4,3.5,"Commercial"
"1465",4.5,"Independent Health Association, Inc.","NY","HMO/POS","Yes",4.5,4.5,3.5,"Commercial"
"1565",4,"Excellus BlueCross BlueShield","NY","HMO/POS/PPO","Yes",3,4,3.5,"Commercial"
"1660",4,"Martin's Point US Family Health Plan (NH, NY, PA, VT)","NY","HMO","Yes",5,3.5,3.5,"Commercial"
"1755",4,"MVP Health Plan, Inc.","NY","HMO/POS","Yes",4.5,4.5,3,"Commercial"
"1849",4,"Univera Healthcare","NY","HMO/POS/PPO","Yes",4,4,3.5,"Commercial"
"1947",3.5,"Aetna Life Insurance Company (New York)","NY","PPO/EPO","Yes",3,3,3.5,"Commercial"
"2041",3.5,"Oxford Health Insurance Company, Inc. (New York)","NY","PPO","Yes",3.5,3,2.5,"Commercial"
"2135",3.5,"UnitedHealthcare Insurance Company of New York","NY","PPO","Yes",2.5,3.5,3,"Commercial"
"2229",3.5,"UnitedHealthcare Services, LLC ( New York)","NY","PPO","Yes",2.5,3.5,3,"Commercial"
"2326",3,"Cigna Health and Life Insurance Company - New York","NY","HMO/POS/PPO","Yes",2,3,3,"Commercial"
"2423",3,"Connecticut General Life Insurance Company - New York","NY","HMO/POS/PPO","Yes",2,3,3,"Commercial"
"2520",3,"Empire HealthChoice Assurance, Inc. dba Empire Blue Cross Blue Shield in New York
                                    
                                        
                                    

                                    
                                        Special Project: Federal Employee Program","NY","PPO","Yes",3.5,2.5,2.5,"Commercial"
"2616",3,"Empire HealthChoice HMO, Inc. d/b/a Empire BlueCross BlueShield HMO","NY","HMO/POS","Yes",2,3,2.5,"Commercial"
"2713",3,"HIP Health Plan of New York","NY","HMO/POS","Yes",1.5,3.5,3,"Commercial"
"2812",2.5,"Oxford Health Plans of New York","NY","HMO/POS","No",3,3,2.5,"Commercial"
"2910",12,"12","NY","12","12",12,12,12,"Commercial"
"991",4.5,"Aetna Life Insurance Company (New York)
                                    
                                        
                                    

                                    
                                        CMS Contract: H5521","NY","PPO","Yes",3.5,4,4,"Medicare"
"1090",4.5,"Capital District Physicians' Health Plan, Inc. (CDPHP)
                                    
                                        
                                    

                                    
                                        CMS Contract: H3388","NY","HMO","Yes",4,4,4,"Medicare"
"1185",4.5,"CDPHP Universal Benefits, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H5042","NY","PPO","No",5,4.5,4,"Medicare"
"1279",4.5,"Excellus BlueCross BlueShield
                                    
                                        
                                    

                                    
                                        CMS Contract: H3351","NY","HMO","Yes",4,4.5,3.5,"Medicare"
"1377",4.5,"MVP Health Plan, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H3305","NY","HMO/POS","Yes",4.5,4.5,3.5,"Medicare"
"1466",4.5,"Univera Healthcare
                                    
                                        
                                    

                                    
                                        CMS Contract: H3351","NY","HMO","Yes",4,4.5,3.5,"Medicare"
"1566",4,"Aetna Health Inc. (New York)
                                    
                                        
                                    

                                    
                                        CMS Contract: H3312","NY","HMO","Yes",3.5,3,3.5,"Medicare"
"1661",4,"Excellus BlueCross BlueShield
                                    
                                        
                                    

                                    
                                        CMS Contract: H3335","NY","PPO","Yes",3.5,4,3,"Medicare"
"1756",4,"HealthNow New York, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H3384","NY","HMO","Yes",4,3.5,3.5,"Medicare"
"1850",4,"HealthNow New York, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H5526","NY","PPO","Yes",3.5,4,4,"Medicare"
"1948",4,"Independent Health Association, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H3362","NY","HMO","No",4,4,4,"Medicare"
"2042",4,"Independent Health Association, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H3344","NY","PPO","No",4,4,3.5,"Medicare"
"2136",4,"MVP Health Plan, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H9615","NY","PPO","No",4.5,4,4,"Medicare"
"2230",4,"Sierra Health and Life Insurance Company, Inc.-(NY)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2001","NY","PPO","Yes",3.5,4,3.5,"Medicare"
"2327",3.5,"HIP Health Plan of New York
                                    
                                        
                                    

                                    
                                        CMS Contract: H3330","NY","HMO","Yes",2,3,3,"Medicare"
"2424",3.5,"UnitedHealthcare Insurance Company of New York (Medicare)
                                    
                                        
                                    

                                    
                                        CMS Contract: R5342","NY","PPO","No",3.5,3,3.5,"Medicare"
"2521",3,"American Progressive Life & Health Insurance Company of New York
                                    
                                        
                                    

                                    
                                        CMS Contract: H2775","NY","PPO","No",3.5,3,3,"Medicare"
"2617",3,"Healthfirst Health Plan, Inc
                                    
                                        
                                    

                                    
                                        CMS Contract: H3359","NY","HMO","No",2,3,3,"Medicare"
"2714",3,"Humana Insurance Company of New York
                                    
                                        
                                    

                                    
                                        CMS Contract: H5970","NY","PPO","No",3.5,3,3,"Medicare"
"2813",3,"Oxford Health Plans of New York (Medicare)
                                    
                                        
                                    

                                    
                                        CMS Contract: H3307","NY","HMO","Yes",2,3,3,"Medicare"
"2911",123,"123","NY","123","123",123,123,123,"Medicare"
"992",4.5,"Capital District Physicians' Health Plan, Inc. (CDPHP)","NY","HMO","Yes",4,4,4,"Medicaid"
"1091",4,"Excellus BlueCross BlueShield","NY","HMO","Yes",4,4,3.5,"Medicaid"
"1186",4,"HealthNow New York, Inc.","NY","HMO","Yes",2,3.5,3.5,"Medicaid"
"1280",4,"HealthPlus HP, LLC","NY","HMO","Yes",2,3.5,3.5,"Medicaid"
"1378",4,"WellCare of New York, Inc.","NY","HMO","Yes",2.5,3.5,3.5,"Medicaid"
"1467",3.5,"UnitedHealthcare of New York, Inc. d/b/a/UnitedHealthcare Community Plan","NY","HMO","Yes",2.5,3,3,"Medicaid"
"1567",3.5,"YourCare Health Plan","NY","HMO","No",3.5,3.5,3.5,"Medicaid"
"1662",NA,"Affinity Health Plan","NY","HMO","No",NA,3.5,2.5,"Medicaid"
"1757",NA,"Healthfirst PHSP, Inc.","NY","HMO","No",NA,4,3.5,"Medicaid"
"1851",NA,"Independent Health Association, Inc.","NY","HMO","No",NA,3.5,3.5,"Medicaid"
"1949",NA,"Molina Healthcare of New York, Inc.","NY","HMO","No",NA,3.5,2.5,"Medicaid"
"2043",NA,"New York State Catholic Health Plan, Inc.","NY","HMO","Yes (Interim)",NA,NA,NA,"Medicaid"
"2137",NA,"HIP Health Plan of New York","NY","HMO","No",NA,NA,NA,"Medicaid"
"2231",NA,"MetroPlus Health Plan","NY","HMO","No",NA,NA,NA,"Medicaid"
"2328",NA,"MVP Health Plan, Inc.","NY","HMO","No",NA,NA,NA,"Medicaid"
"993",4,"Blue Cross Blue Shield of North Carolina","NC","POS","Yes",2.5,4,3.5,"Commercial"
"1092",3.5,"Aetna Health Inc. (Pennsylvania) - North Carolina dba Coventry Health Care of the Carolinas, Inc.","NC","HMO/POS","Yes",2.5,3.5,3,"Commercial"
"1187",3.5,"Blue Cross Blue Shield of North Carolina","NC","PPO","Yes",3,3.5,3,"Commercial"
"1281",3.5,"United Healthcare Services, Inc  (North Carolina)","NC","PPO","Yes",3,3.5,2.5,"Commercial"
"1379",3.5,"UnitedHealthcare Insurance Company (North Carolina)","NC","PPO","Yes",3,3.5,2.5,"Commercial"
"1468",3,"Aetna Life Insurance Company (North Carolina)","NC","PPO/EPO","Yes",4,2.5,2,"Commercial"
"1568",3,"Cigna Health and Life Insurance Company - North Carolina","NC","PPO","Yes",3.5,3.5,2,"Commercial"
"1663",3,"Connecticut General Life Insurance Company - North Carolina","NC","PPO","Yes",3.5,3.5,2,"Commercial"
"1758",NA,"Aetna Health Inc. (Pennsylvania) - North Carolina","NC","HMO/POS","Yes",NA,NA,NA,"Commercial"
"1852",NA,"Cigna HealthCare of North Carolina, Inc.","NC","HMO/POS","Yes",NA,NA,NA,"Commercial"
"1950",NA,"Compass Rose Health Plan","NC","PPO","No",NA,NA,NA,"Commercial"
"2044",NA,"UnitedHealthcare of North Carolina, Inc.","NC","HMO/POS","No (Scheduled)",NA,NA,NA,"Commercial"
"994",4.5,"Aetna Life Insurance Company (North Carolina)
                                    
                                        
                                    

                                    
                                        CMS Contract: H5521","NC","PPO","Yes",3.5,4,4,"Medicare"
"1093",4,"Aetna Health Inc. (Pennsylvania) - North Carolina
                                    
                                        
                                    

                                    
                                        CMS Contract: H3931","NC","HMO","Yes",3,4,3.5,"Medicare"
"1188",4,"Sierra Health and Life Insurance Company, Inc. (NC)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2001","NC","PPO","Yes",3.5,4,3.5,"Medicare"
"1282",4,"UnitedHealthcare of Wisconsin, Inc.(South)-KY/NC/TN/VA H5253
                                    
                                        
                                    

                                    
                                        CMS Contract: H5253","NC","HMO/POS","Yes",NA,3.5,3.5,"Medicare"
"1380",3.5,"Coventry Health and Life Insurance Company (Iowa)
                                    
                                        
                                    

                                    
                                        CMS Contract: H1608","NC","PPO","No",4,3.5,3.5,"Medicare"
"1469",3.5,"FirstCarolinaCare Insurance Company
                                    
                                        
                                    

                                    
                                        CMS Contract: H6306","NC","HMO","No",4,4.5,3,"Medicare"
"1569",3.5,"FirstCarolinaCare Insurance Company
                                    
                                        
                                    

                                    
                                        CMS Contract: H8064","NC","PPO","No",3.5,5,3,"Medicare"
"1664",3,"Blue Cross Blue Shield of North Carolina
                                    
                                        
                                    

                                    
                                        CMS Contract: H3449","NC","HMO","No",3,4,2.5,"Medicare"
"1759",3,"Blue Cross Blue Shield of North Carolina
                                    
                                        
                                    

                                    
                                        CMS Contract: H3404","NC","PPO","No",3.5,4,2.5,"Medicare"
"1853",3,"Cigna HealthCare of North Carolina, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H9725","NC","HMO","No",3.5,2.5,2.5,"Medicare"
"1951",3,"Humana Benefit Plan of Illinois, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H5525","NC","PPO","No",3,3,3,"Medicare"
"2045",2.5,"Humana Insurance Company
                                    
                                        
                                    

                                    
                                        CMS Contract: R5826","NC","PPO","No",2.5,2.5,3,"Medicare"
"2138",2,"Gateway Health Plan, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H9190","NC","HMO","No",2,2,2,"Medicare"
"2232",NA,"Care N Care Insurance Company of North Carolina
                                    
                                        
                                    

                                    
                                        CMS Contract: H9808","NC","PPO","No",NA,0,2.5,"Medicare"
"2329",NA,"Fresenius Health Plans of North Carolina, Inc.ʠ
                                    
                                        
                                    

                                    
                                        CMS Contract: H6320","NC","HMO","No",NA,0,NA,"Medicare"
"2425",NA,"UnitedHealthcare Insurance Company (AL,FL,GA,KY,MS,NC,SC,TN)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2228","NC","PPO","Yes",NA,2,3,"Medicare"
