"","rating","plan","state","type","ncqa","consumersat","prevention","treatment","instype"
"2220",2,"Care Improvement Plus of Texas (R6801)","IA","PPO","No",2.5,2,2,"Medicare"
"2320",NA,"Health Alliance Midwest (H1737)","IA","HMO","Yes",NA,NA,NA,"Medicare"
"2419",NA,"Meridian Health Plan of Iowa","IA","HMO","No",NA,NA,NA,"Medicare"
"943",4,"Meridian Health Plan of Iowa","IA","HMO","Yes",3,3.5,3.5,"Medicaid"
"1042",NA,"UnitedHealthcare Community Plan of Iowa (UHCCP of Iowa)","IA","HMO","No (In process)",NA,NA,NA,"Medicaid"
"944",4,"Blue Cross and Blue Shield of Kansas City, Good Health HMO","KS","HMO","Yes",4,3,3.5,"Commercial"
"1043",3.5,"Blue Cross and Blue Shield of Kansas City","KS","PPO","Yes",3.5,2.5,3,"Commercial"
"1140",3.5,"Coventry Health Care of Kansas","KS","HMO/POS","Yes",3.5,2.5,3,"Commercial"
"1237",3.5,"Humana Health Plan - Kansas City","KS","HMO/POS","Yes",4.5,2.5,2.5,"Commercial"
"1336",3,"Aetna Health (Pennsylvania) - Missouri","KS","HMO/POS","Yes",NA,2,2.5,"Commercial"
"1435",3,"Humana Health Plan","KS","HMO/POS","Yes",1.5,3,2.5,"Commercial"
"1535",3,"Humana Insurance (KS, MO)","KS","PPO","Yes",2,2.5,2.5,"Commercial"
"1631",2.5,"Cigna Health and Life Insurance","KS","PPO","Yes",3,1.5,NA,"Commercial"
"1730",2.5,"Connecticut General Life Insurance (Cigna)","KS","PPO","Yes",3,1.5,NA,"Commercial"
"1829",2.5,"United HealthCare Services","KS","PPO","Yes",2.5,1.5,2.5,"Commercial"
"1928",2.5,"UnitedHealthcare Insurance","KS","PPO","Yes",2.5,1.5,2.5,"Commercial"
"2024",2,"Aetna Life Insurance Company (Kansas)","KS","PPO","Yes",3,1.5,1.5,"Commercial"
"2123",2,"Cigna HealthCare of St. Louis","KS","HMO/POS","Yes",3,1.5,NA,"Commercial"
"2221",2,"Coventry Health and Life Insurance Company (Kansas)","KS","PPO","Yes",2.5,1.5,1.5,"Commercial"
"2321",2,"Sierra Health & Life","KS","PPO","Yes",1.5,1.5,1.5,"Commercial"
"2420",NA,"Special Agents Mutual Benefit Association","KS","PPO","No",3,NA,NA,"Commercial"
"2517",NA,"UnitedHealthcare of the Midwest","KS","HMO/POS","Yes",NA,2,2,"Commercial"
"2615",NA,"Compass Rose Health Plan","KS","PPO","No",NA,NA,NA,"Commercial"
"945",4,"Aetna Health (Pennsylvania)","KS","HMO","Yes",3.5,4,3,"Medicare"
"1044",4,"Aetna Health (Pennsylvania) - Missouri","KS","HMO","Yes",3.5,4,3,"Medicare"
"1141",4,"Aetna Life Insurance Company (Kansas)","KS","PPO","Yes",3.5,3.5,3.5,"Medicare"
"1238",4,"Aetna Life Insurance Company (Pennsylvania)","KS","PPO","Yes",3.5,3.5,3.5,"Medicare"
"1337",4,"Humana Health Plan","KS","HMO","Yes",3.5,3.5,3.5,"Medicare"
"1436",4,"Humana Health Plan - Kansas City","KS","HMO","Yes",3.5,3.5,3.5,"Medicare"
"1536",4,"UnitedHealthcare Insurance","KS","HMO","No",4,5,4,"Medicare"
"1632",3.5,"Coventry Health Care of Kansas","KS","HMO","No",3,3.5,3.5,"Medicare"
"1731",3.5,"Humana Insurance (KS, MO)","KS","PPO","Yes",3.5,3,3,"Medicare"
"1830",3.5,"Humana Insurance (Ohio)","KS","PPO","Yes",3.5,3.5,3,"Medicare"
"1929",3.5,"UnitedHealthcare Insurance","KS","HMO/POS","Yes",3,3,3,"Medicare"
"2025",3.5,"UnitedHealthcare Insurance","KS","PPO","Yes",3,3.5,3,"Medicare"
"2124",3,"Coventry Health and Life Insurance Company","KS","PPO","No",3.5,3,3,"Medicare"
"2222",3,"Humana Insurance","KS","PPO","No",4,3,3,"Medicare"
"2322",NA,"UnitedHealthcare Insuranceʠ","KS","PPO","No",NA,NA,NA,"Medicare"
"946",2.5,"UnitedHealthcare Community Plan","KS","HMO","Yes (Interim)",3,2.5,2.5,"Medicaid"
"1045",NA,"Amerigroup Kansas","KS","HMO","Yes (Interim)",NA,NA,NA,"Medicaid"
"1142",NA,"Sunflower State Health Plan","KS","HMO","Yes",NA,NA,NA,"Medicaid"
"947",3.5,"Aetna Health (Pennsylvania) - Ohio","KY","HMO/POS","Yes",3,3,3,"Commercial"
"1046",3.5,"United HealthCare Services","KY","PPO","Yes",3.5,3,2.5,"Commercial"
"1143",3.5,"UnitedHealthcare Insurance","KY","PPO","Yes",3.5,3,2.5,"Commercial"
"1239",3,"Anthem Blue Cross and Blue Shield in Kentucky","KY","HMO/POS","Yes",3.5,2.5,2,"Commercial"
"1338",3,"Humana Health Plan","KY","HMO/POS","Yes",1.5,3,2.5,"Commercial"
"1437",3,"Humana Health Plan - Kentucky","KY","HMO/POS","Yes",2,3,2.5,"Commercial"
"1537",3,"Humana Health Plan - Kentucky","KY","PPO","Yes",3,3,2.5,"Commercial"
"1633",2.5,"Aetna Life Insurance Company (Kentucky)","KY","PPO","Yes",2.5,2,1.5,"Commercial"
"1732",2.5,"Anthem Blue Cross and Blue Shield in Kentucky","KY","PPO","Yes",2.5,2,1.5,"Commercial"
"1831",2,"Cigna Health and Life Insurance","KY","PPO","Yes",3,1.5,1,"Commercial"
"1930",2,"Connecticut General Life Insurance (Cigna)","KY","PPO","Yes",3,1.5,1,"Commercial"
"2026",NA,"Special Agents Mutual Benefit Association","KY","PPO","No",3,NA,NA,"Commercial"
"2125",NA,"Bluegrass Family Health","KY","HMO/POS","No",NA,NA,NA,"Commercial"
"2223",NA,"Bluegrass Family Health","KY","PPO","No",NA,NA,NA,"Commercial"
"2323",NA,"Compass Rose Health Plan","KY","PPO","No",NA,NA,NA,"Commercial"
"2421",NA,"Kentucky Health Cooperative","KY","PPO","No",NA,NA,NA,"Commercial"
"948",4,"Aetna Health (Pennsylvania)","KY","HMO","Yes",3.5,4,3,"Medicare"
"1047",4,"Aetna Life Insurance Company (Kentucky)","KY","PPO","Yes",3.5,3.5,3.5,"Medicare"
"1144",4,"Aetna Life Insurance Company (Pennsylvania)","KY","PPO","Yes",3.5,3.5,3.5,"Medicare"
"1240",4,"Humana Health Plan","KY","HMO","Yes",3.5,3.5,3.5,"Medicare"
"1339",3.5,"Humana Health Plan - Kentucky","KY","HMO","Yes",3,3,3,"Medicare"
"1438",3.5,"Humana Healthplan of Ohio","KY","HMO","Yes",3.5,3,3.5,"Medicare"
"1538",3.5,"Humana Insurance (Ohio)","KY","PPO","Yes",3.5,3.5,3,"Medicare"
"1634",3.5,"Humana Insurance Company (Kentucky)","KY","PPO","Yes",3.5,3.5,3,"Medicare"
"1733",3.5,"UnitedHealthcare Insurance","KY","PPO","Yes",3,3.5,3,"Medicare"
"1832",3.5,"UnitedHealthcare of Ohio","KY","HMO/POS","Yes",3.5,3,3,"Medicare"
"1931",3,"Humana Insurance","KY","PPO","No",4,3,3,"Medicare"
"2027",3,"Humana Insurance (Indiana)","KY","PPO","No",4,3,3,"Medicare"
"2126",2.5,"WellCare of Kentucky","KY","HMO/POS","Yes",1.5,2,2.5,"Medicare"
"2224",NA,"Anthem Blue Cross and Blue Shield in Kentucky (Regional)","KY","PPO","No",NA,NA,NA,"Medicare"
"949",4,"Passport Health Plan","KY","HMO","Yes",4,4,3,"Medicaid"
"1048",3.5,"CoventryCares of Kentucky","KY","HMO","Yes",3.5,2.5,3,"Medicaid"
"1145",3.5,"WellCare of Kentucky","KY","HMO","Yes",4,2.5,3,"Medicaid"
"1241",2.5,"Anthem Blue Cross and Blue Shield in Kentucky","KY","HMO","No",3.5,NA,2.5,"Medicaid"
"1340",2,"Humana Health Plan (HHP)","KY","HMO","No",3,2,2.5,"Medicaid"
"950",3.5,"Humana Health Benefit Plan of Louisiana","LA","HMO/POS","Yes",3,3,2.5,"Commercial"
"1049",3,"Coventry Health Care of Louisiana","LA","HMO/POS","Yes",3,3,2.5,"Commercial"
"1146",3,"United HealthCare Services","LA","PPO","Yes",3,2,2,"Commercial"
"1242",3,"UnitedHealthcare Insurance","LA","PPO","Yes",3,2,2,"Commercial"
"1341",3,"Vantage Health Plan","LA","HMO/POS","Yes (Interim)",4,2.5,3,"Commercial"
"1439",2.5,"Aetna Life Insurance Company (Louisiana)","LA","PPO","Yes",4.5,2,1.5,"Commercial"
"1539",2,"Cigna Health and Life Insurance","LA","PPO","Yes",3.5,1.5,NA,"Commercial"
"1635",2,"Connecticut General Life Insurance (Cigna)","LA","PPO","Yes",3.5,1.5,NA,"Commercial"
"1734",NA,"Louisiana Health Cooperative","LA","HMO","Yes",NA,NA,NA,"Commercial"
"1833",NA,"Louisiana Health Cooperative","LA","POS","Yes",NA,NA,NA,"Commercial"
"1932",NA,"Special Agents Mutual Benefit Association","LA","PPO","No",3,NA,NA,"Commercial"
"2028",NA,"Blue Cross Blue Shield of Louisiana","LA","HMO","No",NA,NA,NA,"Commercial"
"2127",NA,"CHRISTUS Health US Family Health Plan","LA","HMO","No",NA,NA,NA,"Commercial"
"2225",NA,"Compass Rose Health Plan","LA","PPO","No",NA,NA,NA,"Commercial"
"951",4,"Aetna Life Insurance Company (Pennsylvania)","LA","PPO","Yes",3.5,3.5,3.5,"Medicare"
"1050",4,"Humana Health Benefit Plan of Louisiana","LA","HMO","Yes",4,3.5,3,"Medicare"
"1147",4,"Peoples Health Network","LA","HMO","Yes",3,4,3.5,"Medicare"
"1243",3.5,"Humana Insurance (Ohio)","LA","PPO","Yes",3.5,3.5,3,"Medicare"
"1342",3.5,"UnitedHealthcare Insurance","LA","PPO","Yes",3,3.5,3,"Medicare"
"1440",3,"Humana Insurance","LA","PPO","No",4,3,3,"Medicare"
"1540",3,"Vantage Health Plan (H5576)","LA","HMO/POS","Yes (Interim)",3.5,3,3,"Medicare"
"1636",2,"WellCare of Louisiana","LA","HMO","No",2.5,2,2,"Medicare"
"1735",NA,"Coventry Health Care of Louisiana","LA","HMO","No",NA,NA,3,"Medicare"
"952",3,"AmeriHealth Caritas Louisiana","LA","HMO","Yes",4,2.5,2,"Medicaid"
"1051",NA,"AMERIGROUP Louisiana","LA","HMO","Yes",NA,NA,NA,"Medicaid"
"1148",NA,"Louisiana Healthcare Connections","LA","HMO","Yes",NA,NA,NA,"Medicaid"
"1244",NA,"UnitedHealthcare Community Plan of Louisiana","LA","HMO","Yes",NA,NA,NA,"Medicaid"
"953",5,"Harvard Pilgrim Health Care","ME","HMO/POS","Yes",4,4.5,4.5,"Commercial"
"1052",4.5,"Anthem Blue Cross and Blue Shield in Maine","ME","HMO/POS","Yes",4,4,4,"Commercial"
"1149",4.5,"Martin's Point US Family Health Plan","ME","HMO","Yes",5,3.5,4.5,"Commercial"
"1245",4,"Aetna Health (Maine)","ME","HMO/POS","Yes",3.5,3.5,3.5,"Commercial"
"1343",4,"Cigna Health and Life Insurance","ME","HMO/POS/PPO","Yes",4,4,3,"Commercial"
"1441",4,"Connecticut General Life Insurance (Cigna)","ME","HMO/POS/PPO","Yes",4,4,3,"Commercial"
"1541",2.5,"Aetna Life Insurance Company (Maine)","ME","PPO","Yes",3,2,2.5,"Commercial"
"1637",NA,"Anthem Blue Cross and Blue Shield in Maine","ME","PPO","No",NA,4,4,"Commercial"
"1736",NA,"Maine Community Health Options","ME","PPO","Yes (Interim)",NA,NA,NA,"Commercial"
"1834",NA,"Special Agents Mutual Benefit Association","ME","PPO","No",3,NA,NA,"Commercial"
"1933",NA,"Compass Rose Health Plan","ME","PPO","No",NA,NA,NA,"Commercial"
"954",4.5,"Martin's Point Generations","ME","HMO/POS","Yes",4.5,4,3.5,"Medicare"
"1053",4.5,"Martin's Point Generations","ME","PPO","Yes",4.5,3.5,3.5,"Medicare"
"1150",4.5,"UnitedHealthcare Insurance","ME","PPO","Yes",4,4,3.5,"Medicare"
"1246",4,"Aetna Health (Maine)","ME","HMO","Yes",3.5,4,3.5,"Medicare"
"1344",4,"Aetna Life Insurance Company (Maine)","ME","PPO","Yes",3.5,3.5,3.5,"Medicare"
"1442",4,"Aetna Life Insurance Company (Pennsylvania)","ME","PPO","Yes",3.5,3.5,3.5,"Medicare"
"1542",3.5,"UnitedHealthcare Insurance","ME","PPO","Yes",3,3.5,3,"Medicare"
"1638",3,"American Progressive Life & Health Insurance of New York","ME","PPO","No",3.5,3,3,"Medicare"
"1737",3,"Northeast Community Care","ME","HMO","No",3.5,3,3,"Medicare"
"1835",NA,"Care Improvement Plus South Central Insurance","ME","HMO/POS","No",NA,2,2,"Medicare"
"130",NA,"[ No Data Submitted for Accounts ]","ME","[ No Data Submitted for Accounts ]","[ No Data Submitted for Accounts ]",NA,NA,NA,"Medicaid"
"955",5,"Kaiser Foundation Health Plan of the Mid-Atlantic States","MD","HMO","Yes",4,4.5,4.5,"Commercial"
"1054",4.5,"Johns Hopkins US Family Health Plan","MD","HMO","Yes",4,4,4,"Commercial"
"1151",4,"Johns Hopkins Employer Health Programs","MD","POS","Yes",2.5,4,3,"Commercial"
"1247",3.5,"Aetna Health (Pennsylvania) - Maryland","MD","HMO/POS","Yes",3.5,3,3,"Commercial"
"1345",3.5,"Aetna Life Insurance Company (MD/DC)","MD","PPO","Yes",2.5,3,3,"Commercial"
"1443",3.5,"CareFirst BlueChoice","MD","HMO/POS","Yes",3,3,2.5,"Commercial"
"1543",3.5,"CareFirst of Maryland","MD","HMO/POS","Yes",3,3,2.5,"Commercial"
"1639",3.5,"Cigna Health and Life Insurance","MD","HMO/POS/PPO","Yes",3,3.5,3,"Commercial"
"1738",3.5,"Connecticut General Life Insurance (Cigna)","MD","HMO/POS/PPO","Yes",3,3.5,3,"Commercial"
"1836",3.5,"Coventry Health Care of Delaware","MD","HMO/POS","Yes",3,3.5,3,"Commercial"
"1934",3.5,"Group Hospitalization and Medical Services","MD","HMO/POS","Yes",3,3,2.5,"Commercial"
"2029",3.5,"MD - Individual Practice Association","MD","HMO/POS","Yes",4,3.5,2,"Commercial"
"2128",3.5,"UnitedHealthcare of the Mid-Atlantic","MD","HMO/POS","Yes",3,3.5,2,"Commercial"
"2226",3,"CareFirst of Maryland","MD","PPO","Yes",2.5,3,2.5,"Commercial"
"2324",3,"Group Hospitalization and Medical Services","MD","PPO","Yes",2.5,3,2.5,"Commercial"
"2422",3,"Mamsi Life and Health Insurance","MD","PPO","No",3,3.5,3,"Commercial"
"2518",3,"Optimum Choice","MD","HMO/POS","Yes",2.5,3,2,"Commercial"
"2616",3,"United HealthCare Services","MD","PPO","Yes",3,3,2,"Commercial"
"2713",3,"UnitedHealthcare Insurance","MD","PPO","Yes",3,3,2,"Commercial"
"2811",NA,"Coventry Health and Life Insurance Company (DE/MD)","MD","PPO","Yes",NA,NA,NA,"Commercial"
"299",12,"12","MD","12","12",12,12,12,"Commercial"
"956",5,"Kaiser Foundation Health Plan of the Mid-Atlantic States","MD","HMO","Yes",3.5,5,4.5,"Medicare"
"1055",4,"Aetna Life Insurance Company (MD/DC)","MD","PPO","Yes",3.5,3.5,3.5,"Medicare"
"1152",4,"Aetna Life Insurance Company (Pennsylvania)","MD","PPO","Yes",3.5,3.5,3.5,"Medicare"
"1248",4,"UnitedHealthcare Insurance","MD","HMO","No",4,5,4,"Medicare"
"1346",3.5,"Humana Insurance (Ohio)","MD","PPO","Yes",3.5,3.5,3,"Medicare"
"1444",3.5,"UnitedHealthcare Insurance","MD","PPO","Yes",3,3.5,3,"Medicare"
"1544",3,"Aetna Health (Pennsylvania) - Maryland","MD","HMO","Yes",2.5,2.5,2.5,"Medicare"
"1640",3,"Bravo Health Mid-Atlantic","MD","HMO","Yes",2,2.5,2.5,"Medicare"
"1739",2,"UnitedHealthcare Insuranceʠ","MD","PPO","No",2,1,2.5,"Medicare"
"957",4.5,"Jai Medical Systems","MD","HMO","Yes",NA,4,4,"Medicaid"
"1056",4,"AMERIGROUP Maryland","MD","HMO","Yes",3,3.5,3,"Medicaid"
"1153",4,"MedStar Family Choice","MD","HMO","Yes",3,3.5,3.5,"Medicaid"
"1249",4,"Priority Partners","MD","HMO","Yes",3.5,3.5,3.5,"Medicaid"
"1347",3.5,"UnitedHealthcare Community Plan","MD","HMO","Yes",2.5,3,3,"Medicaid"
"1445",3,"Maryland Physicians Care","MD","HMO","Yes (Interim)",3,3.5,3,"Medicaid"
"1545",NA,"Riverside Health of Maryland","MD","HMO","Yes (Interim)",NA,NA,NA,"Medicaid"
"1641",NA,"Kaiser Foundation Health Plan of the Mid-Atlantic States","MD","HMO","No",NA,NA,NA,"Medicaid"
"958",5,"Harvard Pilgrim Health Care","MA","HMO/POS","Yes",4,4.5,4.5,"Commercial"
"1057",5,"Harvard Pilgrim Health Care","MA","PPO","Yes",4,4.5,4.5,"Commercial"
"1154",5,"Harvard Pilgrim Insurance","MA","PPO","Yes",4,4.5,4.5,"Commercial"
"1250",5,"Tufts Associated Health Maintenance Organization","MA","HMO/POS","Yes",3.5,4.5,4.5,"Commercial"
"1348",5,"Tufts Benefit Administrators","MA","PPO","Yes",4,4.5,4.5,"Commercial"
"1446",4.5,"Blue Cross and Blue Shield of Massachusetts","MA","PPO","Yes",3.5,4.5,4.5,"Commercial"
"1546",4.5,"Blue Cross and Blue Shield of Massachusetts HMO Blue","MA","HMO/POS","Yes",3,4.5,4.5,"Commercial"
"1642",4.5,"Fallon Health","MA","HMO/POS","Yes",3,4.5,3.5,"Commercial"
"1740",4.5,"Health New England","MA","HMO/POS","Yes",3,4.5,4.5,"Commercial"
"1837",4,"Cigna Health and Life Insurance","MA","HMO/POS/PPO","Yes",2.5,4.5,3.5,"Commercial"
"1935",4,"ConnectiCare of Massachusetts","MA","HMO/POS","Yes",3,4,3.5,"Commercial"
"2030",4,"Connecticut General Life Insurance (Cigna)","MA","HMO/POS/PPO","Yes",2.5,4.5,3.5,"Commercial"
"2129",4,"Neighborhood Health Plan","MA","HMO","Yes",2,4.5,3.5,"Commercial"
"2227",3.5,"UnitedHealthcare Insurance","MA","PPO","Yes",3.5,3,2.5,"Commercial"
"2325",3.5,"UnitedHealthCare Services","MA","PPO","Yes",3.5,3,2.5,"Commercial"
"2423",3,"Aetna Life Insurance Company (Massachusetts)","MA","PPO","Yes",2.5,2.5,2.5,"Commercial"
"2519",NA,"Aetna Health (Pennsylvania) - Massachusetts","MA","HMO/POS","Yes",NA,NA,NA,"Commercial"
"2617",NA,"Minuteman Health","MA","HMO","Yes (Interim)",NA,NA,NA,"Commercial"
"2714",NA,"Minuteman Health","MA","PPO","Yes (Interim)",NA,NA,NA,"Commercial"
"2812",NA,"Special Agents Mutual Benefit Association","MA","PPO","No",3,NA,NA,"Commercial"
"2910",12,"12","MA","12","12",12,12,12,"Commercial"
"959",4.5,"Blue Cross and Blue Shield of Massachusetts","MA","PPO","Yes",4,4,4,"Medicare"
"1058",4.5,"Blue Cross and Blue Shield of Massachusetts HMO Blue","MA","HMO","Yes",4.5,4.5,4,"Medicare"
"1155",4.5,"Health New England","MA","HMO/POS","Yes",4.5,4,4.5,"Medicare"
"1251",4,"Aetna Health (Pennsylvania)","MA","HMO","Yes",3.5,4,3,"Medicare"
"1349",4,"Aetna Health (Pennsylvania) - Massachusetts","MA","HMO","Yes",3.5,4,3,"Medicare"
"1447",4,"Aetna Life Insurance Company (Massachusetts)","MA","PPO","Yes",3.5,3.5,3.5,"Medicare"
"1547",4,"Aetna Life Insurance Company (Pennsylvania)","MA","PPO","Yes",3.5,3.5,3.5,"Medicare"
"1643",4,"Fallon Health","MA","HMO","Yes",3.5,4,3.5,"Medicare"
"1741",4,"UnitedHealthcare Insurance","MA","HMO","No",4,5,4,"Medicare"
"1838",4,"UnitedHealthcare Insurance (Regional)","MA","PPO","Yes",3,3.5,3.5,"Medicare"
"1936",3.5,"UnitedHealthcare Insurance","MA","HMO/POS","No",3,3.5,3.5,"Medicare"
"2031",3.5,"UnitedHealthcare Insurance","MA","PPO","Yes",3,3.5,3,"Medicare"
"2130",3,"Senior Whole Health (H2224)ʠ","MA","HMO","No",2,3.5,3,"Medicare"
"2228",3,"UnitedHealthcare Insurance of Massachusettsʠ","MA","HMO","No",2,3.5,3.5,"Medicare"
"2326",NA,"Care Improvement Plus South Central Insurance","MA","HMO/POS","No",NA,2,2,"Medicare"
"2424",NA,"Fallon Health","MA","PPO","No",NA,NA,NA,"Medicare"
"2520",NA,"UnitedHealthcare Insuranceʠ","MA","PPO","No",NA,1,NA,"Medicare"
"2618",NA,"Commonwealth Care Allianceʠ","MA","HMO","No",NA,NA,NA,"Medicare"
"2715",NA,"Tufts Associated Health Maintenance Organization","MA","HMO","No",NA,NA,NA,"Medicare"
"960",4.5,"Fallon Health","MA","HMO","Yes",4,4.5,4,"Medicaid"
"1059",4.5,"Neighborhood Health Plan","MA","HMO","Yes",3.5,4.5,4,"Medicaid"
"1156",4.5,"THP-Network Health","MA","HMO","Yes",3,4.5,4,"Medicaid"
"1252",4,"Boston Medical Center HealthNet Plan","MA","HMO","Yes",3,4,3.5,"Medicaid"
"1350",4,"Health New England","MA","HMO","Yes",2.5,4,4,"Medicaid"
"1448",2.5,"CeltiCare Health Plan of Massachusetts","MA","HMO","Yes",2.5,NA,2.5,"Medicaid"
"961",4.5,"Grand Valley Health Plan","MI","HMO","Yes",4.5,4.5,3.5,"Commercial"
"1060",4.5,"HealthPlus of Michigan","MI","HMO/POS","Yes",5,4,4,"Commercial"
"1157",4.5,"Priority Health","MI","HMO/POS","Yes",4,4,4,"Commercial"
"1253",4,"Blue Care Network of Michigan","MI","HMO","Yes",3.5,3.5,3.5,"Commercial"
"1351",4,"Health Alliance Plan of Michigan","MI","HMO/POS","Yes",3,3.5,3.5,"Commercial"
"1449",4,"Physicians Health Plan","MI","HMO/POS","No",3,4.5,4,"Commercial"
"1548",3.5,"Blue Cross Blue Shield of Michigan","MI","PPO","Yes",4,3,2.5,"Commercial"
"1644",3.5,"McLaren Health Plan","MI","HMO/POS","Yes",2.5,3,3.5,"Commercial"
"1742",3.5,"United HealthCare Services","MI","PPO","Yes",3,3,2.5,"Commercial"
"1839",3.5,"UnitedHealthcare Insurance","MI","PPO","Yes",3,3,2.5,"Commercial"
"1937",3,"Aetna Life Insurance Company (Michigan)","MI","PPO","Yes",3.5,2,2,"Commercial"
"2032",3,"Alliance Health and Life","MI","PPO","Yes",2.5,3,3,"Commercial"
"2131",3,"Priority Health Insurance","MI","PPO","Yes",2.5,3,2,"Commercial"
"2229",2.5,"Total Health Care USA","MI","HMO/POS","Yes",1.5,2.5,2,"Commercial"
"2327",NA,"Special Agents Mutual Benefit Association","MI","PPO","No",3,NA,NA,"Commercial"
"2425",NA,"Compass Rose Health Plan","MI","PPO","No",NA,NA,NA,"Commercial"
"2521",NA,"Consumers Mutual Insurance of Michigan","MI","PPO","No",NA,NA,NA,"Commercial"
"962",4.5,"Blue Care Network of Michigan","MI","HMO/POS","Yes",3.5,3.5,4,"Medicare"
"1061",4.5,"Paramount Health Care","MI","HMO","Yes",4,4,4,"Medicare"
"1158",4.5,"Priority Health","MI","HMO/POS","Yes",4,4,3.5,"Medicare"
"1254",4,"Aetna Life Insurance Company (Michigan)","MI","PPO","Yes",3.5,3.5,3.5,"Medicare"
"1352",4,"Aetna Life Insurance Company (Pennsylvania)","MI","PPO","Yes",3.5,3.5,3.5,"Medicare"
"1450",4,"Health Alliance Plan of Michigan","MI","HMO/POS","Yes",3,3.5,3.5,"Medicare"
"1549",4,"HealthPlus of Michigan","MI","HMO/POS","Yes",3,4,3.5,"Medicare"
"1645",4,"Humana Insurance (Wisconsin)","MI","PPO","Yes",3.5,4,3.5,"Medicare"
"1743",4,"Priority Health","MI","PPO","Yes",4,4,3.5,"Medicare"
"1840",4,"UnitedHealthcare Insurance","MI","HMO","No",4,5,4,"Medicare"
"1938",3.5,"Alliance Health and Life","MI","PPO","Yes",3,3.5,3,"Medicare"
"2033",3.5,"Blue Cross Blue Shield of Michigan","MI","PPO","No",3.5,3.5,3,"Medicare"
"2132",3.5,"HealthPlus of Michigan","MI","PPO","No",4,3.5,3,"Medicare"
"2230",3.5,"UnitedHealthcare Insurance","MI","PPO","Yes",3,3.5,3,"Medicare"
"2328",3,"Humana Insurance","MI","PPO","No",4,3,3,"Medicare"
"2426",2.5,"Molina Healthcare of Michiganʠ","MI","HMO","No",2,2.5,3,"Medicare"
"2522",NA,"Humana Medical Plan of Michigan","MI","HMO","No",NA,NA,3,"Medicare"
"2619",NA,"McLaren Health Plan","MI","HMO","No",NA,NA,NA,"Medicare"
"2716",NA,"Meridian Health Plan of Michigan","MI","HMO","No",NA,2,3,"Medicare"
"2813",NA,"Total Health Careʠ","MI","HMO","No",NA,1,1.5,"Medicare"
"2911",12,"12","MI","12","12",12,12,12,"Medicare"
"963",4.5,"Priority Health","MI","HMO","Yes",4,4,3.5,"Medicaid"
"1062",4.5,"Upper Peninsula Health Plan","MI","HMO","Yes",4,4,4,"Medicaid"
"1159",4,"Blue Cross Complete of Michigan","MI","HMO","Yes",3.5,3.5,3.5,"Medicaid"
"1255",4,"HealthPlus of Michigan","MI","HMO","Yes",3,3.5,3.5,"Medicaid"
"1353",4,"Meridian Health Plan of Michigan","MI","HMO","Yes",3,4,3.5,"Medicaid"
"1451",4,"Molina Healthcare of Michigan","MI","HMO","Yes",3.5,3.5,3.5,"Medicaid"
"1550",4,"UnitedHealthcare Community Plan","MI","HMO","Yes",3,3.5,3.5,"Medicaid"
"1646",3.5,"Aetna Better Health of Michigan (CoventryCares)","MI","HMO","Yes",2.5,3,2.5,"Medicaid"
"1744",3.5,"McLaren Health Plan","MI","HMO","Yes",2.5,3,3,"Medicaid"
"1841",3.5,"Midwest Health Plan","MI","HMO","Yes",2.5,3.5,3.5,"Medicaid"
"1939",3.5,"Physicians Health Plan","MI","HMO","No",2.5,4,3.5,"Medicaid"
"2034",3,"Total Health Care","MI","HMO","Yes",3,2.5,2.5,"Medicaid"
"2133",2.5,"Harbor Health Plan","MI","HMO","No",NA,2,NA,"Medicaid"
"964",4.5,"Group Health Plan","MN","HMO/POS/PPO","Yes",4,4,4.5,"Commercial"
"1063",4.5,"HealthPartners","MN","HMO/POS/PPO","Yes",4,4,4.5,"Commercial"
"1160",4.5,"HealthPartners Administrators","MN","HMO/POS/PPO","Yes",4,4,4.5,"Commercial"
"1256",4,"Blue Cross Blue Shield of Minnesota","MN","PPO","Yes",3,3.5,3.5,"Commercial"
"1354",4,"Medica","MN","HMO/POS","Yes",3,3.5,4,"Commercial"
"1452",4,"Medica Insurance Company (MIC)","MN","PPO","Yes",3,3.5,4,"Commercial"
"1551",4,"Medica Self-Insured (MSI)","MN","PPO","Yes",3,3.5,4,"Commercial"
"1647",3.5,"PreferredOne Community Health Plan","MN","POS","Yes",2.5,2.5,4,"Commercial"
"1745",2.5,"Aetna Life Insurance Company (Minnesota)","MN","PPO","Yes",3,2,2,"Commercial"
"1842",NA,"PreferredOne Insurance Company (PIC)","MN","PPO","Yes (Interim)",NA,NA,NA,"Commercial"
"1940",NA,"Special Agents Mutual Benefit Association","MN","PPO","No",3,NA,NA,"Commercial"
"2035",NA,"Blue Plus","MN","HMO/POS","No",NA,NA,NA,"Commercial"
"2134",NA,"Compass Rose Health Plan","MN","PPO","No",NA,NA,NA,"Commercial"
"965",5,"Group Health Plan (Cost)","MN","HMO","Yes",4.5,4.5,4,"Medicare"
"1064",4.5,"UCare Minnesota","MN","HMO/POS","Yes",5,4,4,"Medicare"
"1161",4,"Aetna Life Insurance Company (Pennsylvania)","MN","PPO","Yes",3.5,3.5,3.5,"Medicare"
"1257",4,"Medica (Cost)","MN","HMO","No",4,3.5,4,"Medicare"
"1355",3.5,"Blue Plusʠ","MN","HMO","No",4,3,3,"Medicare"
"1453",3.5,"HealthPartners (MSHO)ʠ","MN","HMO","No",3.5,3,4,"Medicare"
