"","rating","plan","state","type","ncqa","consumersat","prevention","treatment","instype"
"2227",2,"Care Improvement Plus South Central Insurance Company
                                    
                                        
                                    

                                    
                                        CMS Contract: R3444","MO","PPO","No",2,1.5,2.5,"Medicare"
"2323",NA,"Sierra Health and Life Insurance Company, Inc. (IA,KS,MO,NE)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2001","MO","PPO","Yes",NA,3.5,3,"Medicare"
"2420",NA,"UnitedHealthcare Insurance Company (IA,KS,MO,NE)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2228","MO","PPO","Yes",NA,1.5,2.5,"Medicare"
"2517",NA,"UnitedHealthcare Insurance Company (MA/RI)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2228","MO","PPO","Yes",NA,1.5,2.5,"Medicare"
"2616",NA,"Essence Healthcare, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H2610","MO","HMO","No",NA,NA,NA,"Medicare"
"972",3,"Aetna Better Health of Missouri, LLC.","MO","HMO","Yes",3,2.5,2.5,"Medicaid"
"1071",3,"Missouri Care Incorporated, doing business as Missouri Care Health Plan","MO","HMO","Yes",3.5,2,2,"Medicaid"
"1167",NA,"Home State Health Plan, Inc.","MO","HMO","Yes",NA,NA,NA,"Medicaid"
"973",3,"United HealthCare Services, Inc. (Montana)","MT","PPO","Yes",2.5,2,3,"Commercial"
"1072",3,"UnitedHealthcare Insurance Company (Montana)","MT","PPO","Yes",2.5,2,3,"Commercial"
"1168",2.5,"Cigna Health and Life Insurance Company - Montana/South Dakota","MT","PPO","Yes",3.5,2,2,"Commercial"
"1263",2.5,"Connecticut General Life Insurance Company - Montana/South Dakota","MT","PPO","Yes",3.5,2,2,"Commercial"
"1362",2.5,"PacificSource Health Plans - Montana","MT","PPO","Yes",2,2,2.5,"Commercial"
"1458",NA,"Aetna Life Insurance Company (ND/SD/WY/MT)","MT","PPO","Yes",NA,NA,NA,"Commercial"
"1555",NA,"Compass Rose Health Plan","MT","PPO","No",NA,NA,NA,"Commercial"
"974",3,"Humana Benefit Plan of Illinois, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H5525","MT","PPO","No",3.5,3,3,"Medicare"
"1073",NA,"Sierra Health and Life Insurance Company, Inc. (CO,MT,ND,SD,UT,WY)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2001","MT","PPO","Yes",NA,3.5,3,"Medicare"
"1169",NA,"Blue Cross and Blue Shield of Illinois/Blue Cross Blue Shield of New Mexico
                                    
                                        
                                    

                                    
                                        CMS Contract: H0107","MT","PPO","No",NA,NA,NA,"Medicare"
"1264",NA,"Blue Cross and Blue Shield of Illinois/Blue Cross Blue Shield of New Mexico
                                    
                                        
                                    

                                    
                                        CMS Contract: H8634","MT","PPO","No",NA,NA,NA,"Medicare"
"1363",NA,"New West Health Services
                                    
                                        
                                    

                                    
                                        CMS Contract: H2701","MT","PPO","No",NA,NA,NA,"Medicare"
"140",NA,"[ No Data Submitted for Accounts ]","MT","[ No Data Submitted for Accounts ]","[ No Data Submitted for Accounts ]",NA,NA,NA,"Medicaid"
"975",4,"Health Alliance Midwest, Inc.","NE","HMO/POS","Yes",3.5,3.5,3.5,"Commercial"
"1074",3.5,"Health Alliance Midwest, Inc.","NE","PPO","Yes",3,3.5,3,"Commercial"
"1170",3.5,"United Healthcare Services, Inc  (Nebraska)","NE","PPO","Yes",2.5,3,3,"Commercial"
"1265",3.5,"UnitedHealthcare Insurance Company (Nebraska)","NE","PPO","Yes",2.5,3,3,"Commercial"
"1364",3,"Aetna Life Insurance Company (Nebraska)","NE","PPO","Yes",3,2,2,"Commercial"
"1459",3,"Avera Health Plans, Inc.","NE","HMO","Yes",3.5,2,3,"Commercial"
"1556",3,"Cigna Health and Life Insurance Company - Nebraska","NE","PPO","Yes",3,2.5,2,"Commercial"
"1650",3,"Connecticut General Life Insurance Company - Nebraska","NE","PPO","Yes",3,2.5,2,"Commercial"
"1746",3,"Coventry Health and Life Insurance Company (Nebraska)","NE","PPO","Yes",3,3,2,"Commercial"
"1842",3,"Coventry Health Care of Nebraska, Inc.","NE","HMO/POS","Yes",2.5,3,2.5,"Commercial"
"1940",NA,"Aetna Health Inc. (Pennsylvania) - Nebraska","NE","HMO/POS","Yes",NA,NA,NA,"Commercial"
"2034",NA,"Compass Rose Health Plan","NE","PPO","No",NA,NA,NA,"Commercial"
"976",4,"UnitedHealthcare of the Midlands
                                    
                                        
                                    

                                    
                                        CMS Contract: H2802","NE","HMO","Yes",4,4,3.5,"Medicare"
"1075",3.5,"Coventry Health Care of Nebraska, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H7149","NE","HMO","No",3,3,3.5,"Medicare"
"1171",3,"Coventry Health and Life Insurance Company (Iowa)
                                    
                                        
                                    

                                    
                                        CMS Contract: H1608","NE","PPO","No",3.5,3.5,3,"Medicare"
"1266",2.5,"Care Improvement Plus of Texas Insurance Company
                                    
                                        
                                    

                                    
                                        CMS Contract: R6801","NE","PPO","No",2.5,2,2.5,"Medicare"
"1365",NA,"Health Alliance Midwest, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H1737","NE","HMO","Yes",NA,0.5,1.5,"Medicare"
"1460",NA,"Health Alliance Midwest, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H2591","NE","PPO","Yes",NA,NA,NA,"Medicare"
"1557",NA,"Heartland Plains Health
                                    
                                        
                                    

                                    
                                        CMS Contract: H3765","NE","HMO","No",NA,NA,0.5,"Medicare"
"1651",NA,"Sierra Health and Life Insurance Company, Inc. (IA,KS,MO,NE)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2001","NE","PPO","Yes",NA,3.5,3,"Medicare"
"1747",NA,"UnitedHealthcare Insurance Company (IA,KS,MO,NE)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2228","NE","PPO","Yes",NA,1.5,2.5,"Medicare"
"977",4,"UnitedHealthcare of the Midlands, Inc. d/b/a UnitedHealthcare Community Plan (Nebraska)","NE","HMO","Yes",4.5,3.5,3.5,"Medicaid"
"1076",3.5,"Coventry Health Care of Nebraska, Inc. dba Aetna Better Health of Nebraska","NE","HMO","Yes",3,3,3,"Medicaid"
"1172",3,"Arbor Health Plan","NE","HMO","Yes",3.5,2.5,2.5,"Medicaid"
"978",3,"Aetna Health Inc. (Pennsylvania) - Arizona","NV","HMO/POS","Yes",2.5,2,2.5,"Commercial"
"1077",3,"Aetna Health of Utah Inc. dba Altius Health Plans Inc.","NV","HMO/POS","Yes",1.5,2.5,3,"Commercial"
"1173",3,"Health Plan of Nevada, Inc.","NV","HMO/POS","Yes",1,3,3,"Commercial"
"1267",3,"Prominence Health Plan","NV","HMO/POS","Yes",1.5,3,2.5,"Commercial"
"1366",2.5,"Aetna Life Insurance Company (Nevada)","NV","PPO","Yes",2.5,1.5,2.5,"Commercial"
"1461",2.5,"Cigna Health and Life Insurance Company - Nevada","NV","PPO","Yes",2,2,2.5,"Commercial"
"1558",2.5,"Connecticut General Life Insurance Company - Nevada","NV","PPO","Yes",2,2,2.5,"Commercial"
"1652",2.5,"Sierra Health & Life","NV","PPO","Yes",1,2,2,"Commercial"
"1748",2.5,"United Healthcare Services, Inc  (Nevada)","NV","PPO","Yes",2,2,2,"Commercial"
"1843",2.5,"UnitedHealthcare Insurance Company (Nevada)","NV","PPO","Yes",2,2,2,"Commercial"
"1941",2,"Rocky Mountain Hospital & Medical Services Inc. dba Anthem Blue Cross Blue Shield (Nevada)
                                    
                                        
                                    

                                    
                                        Special Project: Federal Employee Program","NV","PPO","No (Scheduled)",2.5,2,1.5,"Commercial"
"2035",NA,"Compass Rose Health Plan","NV","PPO","No",NA,NA,NA,"Commercial"
"979",4,"Aetna Health Inc. (Pennsylvania) - Arizona
                                    
                                        
                                    

                                    
                                        CMS Contract: H3931","NV","HMO","Yes",3.5,3.5,3.5,"Medicare"
"1078",4,"Aetna Life Insurance Company (Nevada)
                                    
                                        
                                    

                                    
                                        CMS Contract: H5521","NV","PPO","Yes",4,4,3.5,"Medicare"
"1174",4,"PacifiCare of Colorado, Inc. (AZ/CO/NV)
                                    
                                        
                                    

                                    
                                        CMS Contract: H0609","NV","HMO","Yes",3.5,3.5,3,"Medicare"
"1268",3.5,"Health Plan of Nevada, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H2931","NV","HMO","Yes",1.5,3,4,"Medicare"
"1367",3,"Humana Health Plan, Inc. (Nevada)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2949","NV","HMO","No",2,3.5,3.5,"Medicare"
"1462",NA,"Prominence Health Plan
                                    
                                        
                                    

                                    
                                        CMS Contract: H5945","NV","HMO","No",NA,NA,2,"Medicare"
"1559",NA,"Sierra Health and Life Insurance Company, Inc. (AZ,CA,NV)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2001","NV","PPO","Yes",NA,3.5,3,"Medicare"
"1653",NA,"UnitedHealthcare Insurance Company (AZ,CA,NV)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2228","NV","PPO","Yes",NA,1.5,2.5,"Medicare"
"1749",NA,"Hometown Health - Nevada
                                    
                                        
                                    

                                    
                                        CMS Contract: H2960","NV","HMO","No",NA,NA,NA,"Medicare"
"980",3,"AMERIGROUP Nevada, Inc.","NV","HMO","Yes",2.5,2.5,3,"Medicaid"
"1079",2,"Health Plan of Nevada, Inc.","NV","HMO","Yes",3,2.5,1,"Medicaid"
"981",4.5,"Anthem Health Plans of New Hampshire, Inc. d/b/a/ Anthem Blue Cross and Blue Shield in New Hampshire","NH","HMO/POS","Yes",4,4.5,4,"Commercial"
"1080",4.5,"Harvard Pilgrim Health Care of New England (NH)","NH","HMO/POS","Yes",3.5,4,4,"Commercial"
"1175",4.5,"Martin's Point US Family Health Plan (NH, NY, PA, VT)","NH","HMO","Yes",5,3.5,3.5,"Commercial"
"1269",4.5,"Matthew Thornton Health Plan, Inc. dba Anthem Health Plan of NH, Inc.","NH","HMO/POS","Yes",4,4.5,4,"Commercial"
"1368",4,"Cigna Health and Life Insurance Company - New Hampshire","NH","HMO/POS/PPO","Yes",4,4,3.5,"Commercial"
"1463",4,"Connecticut General Life Insurance Company - New Hampshire","NH","HMO/POS/PPO","Yes",4,4,3.5,"Commercial"
"1560",3.5,"United HealthCare Services, Inc. (New Hampshire)","NH","PPO","Yes",3,3,3,"Commercial"
"1654",3.5,"UnitedHealthcare Insurance Company (New Hampshire)","NH","PPO","Yes",3,3,3,"Commercial"
"1750",3,"Aetna Life Insurance Company (NH/VT)","NH","PPO","Yes",3,2.5,2,"Commercial"
"1844",3,"Anthem Health Plans of New Hampshire, Inc. d/b/a/ Anthem Blue Cross and Blue Shield in New Hampshire
                                    
                                        
                                    

                                    
                                        Special Project: Federal Employee Program","NH","PPO","No (Scheduled)",4.5,3,2.5,"Commercial"
"1942",NA,"Maine Community Health Options DBA Community Health Options","NH","PPO","Yes",NA,NA,NA,"Commercial"
"2036",NA,"Minuteman Health, Inc.","NH","HMO/POS","Yes",NA,NA,NA,"Commercial"
"2132",NA,"Compass Rose Health Plan","NH","PPO","No",NA,NA,NA,"Commercial"
"982",4.5,"Martin's Point Generations Advantage, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H5591","NH","HMO/POS","Yes",5,4,4,"Medicare"
"1081",4,"Martin's Point Generations Advantage, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H1365","NH","PPO","Yes",3.5,3,3.5,"Medicare"
"1176",3.5,"Arcadian Health Plan, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H5619","NH","HMO","No",NA,3,3.5,"Medicare"
"1270",3,"UnitedHealthcare Insurance Company (MASCO)ʠ
                                    
                                        
                                    

                                    
                                        CMS Contract: H2226","NH","HMO","No",2,3.5,3.5,"Medicare"
"1369",2.5,"Care Improvement Plus South Central Insurance Company
                                    
                                        
                                    

                                    
                                        CMS Contract: H5322","NH","HMO/POS","No",2.5,3,2.5,"Medicare"
"1464",NA,"Sierra Health and Life Insurance Company, Inc.-(CT,MA,ME,NH,RI,VT)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2001","NH","PPO","Yes",NA,3.5,3,"Medicare"
"983",4,"Boston Medical Center Health Plan, Inc. (d/b/a Well Sense Health Plan)","NH","HMO","Yes",3,3.5,3.5,"Medicaid"
"1082",3.5,"Granite State Health Plan, Inc. d/b/a New Hampshire Healthy Families","NH","HMO","Yes",3,3,3.5,"Medicaid"
"984",4,"Aetna Health Inc. (New Jersey)","NJ","HMO/POS","Yes",4,3,3,"Commercial"
"1083",4,"Horizon Blue Cross Blue Shield of New Jersey, Inc.","NJ","HMO","Yes",4,3.5,3.5,"Commercial"
"1177",4,"Horizon Healthcare Services, Inc. /dba/ Horizon Blue Cross Blue Shield of New Jersey, Inc.","NJ","POS","Yes",4,3.5,3.5,"Commercial"
"1271",3.5,"Aetna Life Insurance Company (New Jersey)","NJ","PPO","Yes",2.5,3,3,"Commercial"
"1370",3.5,"AmeriHealth Insurance Company of New Jersey","NJ","PPO","Yes",2.5,3,3,"Commercial"
"1465",3.5,"Cigna Health and Life Insurance Company - New Jersey","NJ","PPO","Yes",3,3,3,"Commercial"
"1561",3.5,"Connecticut General Life Insurance Company - New Jersey","NJ","PPO","Yes",3,3,3,"Commercial"
"1655",3.5,"Horizon Healthcare Services, Inc. /dba/ Horizon Blue Cross Blue Shield of New Jersey, Inc.","NJ","PPO","Yes",2,3,3,"Commercial"
"1751",3.5,"Oxford Health Insurance Company, Inc. - New Jersey","NJ","PPO","Yes",2,3,3,"Commercial"
"1845",3,"AmeriHealth HMO, Inc. - New Jersey","NJ","HMO/POS","Yes",2,2.5,2.5,"Commercial"
"1943",3,"AmeriHealth Insurance Company of New Jersey","NJ","POS","Yes",2.5,3,2.5,"Commercial"
"2037",3,"Oxford Health Plans of New Jersey
                                    
                                        
                                    

                                    
                                        Special Project: NJ Commercial","NJ","HMO/POS","Yes",2,2.5,2.5,"Commercial"
"2133",3,"UnitedHealthcare Insurance Company (New Jersey)","NJ","PPO","Yes",2,3,3,"Commercial"
"2228",3,"UnitedHealthcare Services, Inc  (New Jersey)","NJ","PPO","Yes",2,3,3,"Commercial"
"2324",NA,"Cigna HealthCare of New Jersey, Inc.","NJ","HMO/POS","Yes",3,NA,NA,"Commercial"
"2421",NA,"Freelancers Consumer Operated and Oriented Program of New Jersey Inc.","NJ","HMO","Yes",NA,NA,NA,"Commercial"
"2518",NA,"Oscar Insurance Corporation of New Jersey","NJ","PPO","Yes",NA,NA,NA,"Commercial"
"2617",NA,"Compass Rose Health Plan","NJ","PPO","No",NA,NA,NA,"Commercial"
"2713",NA,"QualCare, Inc. (New Jersey)","NJ","PPO","No (In process)",NA,NA,NA,"Commercial"
"985",4.5,"Geisinger Health Plan
                                    
                                        
                                    

                                    
                                        CMS Contract: H3954","NJ","HMO","Yes",3.5,3.5,4,"Medicare"
"1084",4,"Aetna Health Inc. (New Jersey)
                                    
                                        
                                    

                                    
                                        CMS Contract: H3152","NJ","HMO","Yes",3.5,3,3.5,"Medicare"
"1178",4,"Aetna Life Insurance Company (New Jersey)
                                    
                                        
                                    

                                    
                                        CMS Contract: H5521","NJ","PPO","Yes",4,4,3.5,"Medicare"
"1272",4,"UnitedHealthcare Insurance Company - Maryland (Medicare)
                                    
                                        
                                    

                                    
                                        CMS Contract: H5652","NJ","HMO","No",4,4.5,4,"Medicare"
"1371",3,"AmeriHealth HMO, Inc. - New Jersey
                                    
                                        
                                    

                                    
                                        CMS Contract: H3156","NJ","HMO","Yes",3,2.5,2.5,"Medicare"
"1466",3,"Horizon Blue Cross Blue Shield of New Jersey, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H3154","NJ","HMO","Yes",3,2,2.5,"Medicare"
"1562",3,"Humana Benefit Plan of Illinois, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H5525","NJ","PPO","No",3.5,3,3,"Medicare"
"1656",3,"Oxford Health Plans of New Jersey (Medicare)
                                    
                                        
                                    

                                    
                                        CMS Contract: H3107","NJ","HMO/POS","Yes",1.5,2.5,3,"Medicare"
"1752",2.5,"Care Improvement Plus South Central Insurance Company
                                    
                                        
                                    

                                    
                                        CMS Contract: H5322","NJ","HMO/POS","No",2.5,3,2.5,"Medicare"
"1846",2,"WellCare Health Plans of New Jersey, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H0913","NJ","HMO","No (Scheduled)",1.5,2,2,"Medicare"
"1944",NA,"Geisinger Quality Options
                                    
                                        
                                    

                                    
                                        CMS Contract: H9412","NJ","PPO","Yes",NA,0.5,3,"Medicare"
"2038",NA,"Horizon Blue Cross Blue Shield of New Jersey, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H7971","NJ","PPO","Yes",NA,1.5,NA,"Medicare"
"2134",NA,"Oxford Health Plans of New Jersey (Medicare)ʠ
                                    
                                        
                                    

                                    
                                        CMS Contract: H3113","NJ","HMO/POS","No",NA,1,2,"Medicare"
"2229",NA,"Sierra Health and Life Insurance Company, Inc. (NJ)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2001","NJ","PPO","Yes",NA,3.5,3,"Medicare"
"2325",NA,"UnitedHealthcare Insurance Company (NJ,NY)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2228","NJ","PPO","Yes",NA,1.5,2.5,"Medicare"
"986",3.5,"AmeriChoice of New Jersey, Inc. dba UnitedHealthcare Community Plan (NJ)","NJ","HMO","Yes",3.5,3,3,"Medicaid"
"1085",3.5,"Amerigroup New Jersey, Inc.","NJ","HMO","Yes",2,3,3.5,"Medicaid"
"1179",3,"Horizon Healthcare Services Inc.","NJ","HMO","Yes",2,3,2.5,"Medicaid"
"1273",2.5,"WellCare Health Plans of New Jersey, Inc.","NJ","HMO","No (Scheduled)",2,3,3,"Medicaid"
"1372",NA,"Aetna Better Health of New Jersey","NJ","HMO","No (Scheduled)",1.5,NA,NA,"Medicaid"
"987",3.5,"Presbyterian Health Plan, Inc.","NM","HMO/POS/PPO","Yes",2.5,3,3,"Commercial"
"1086",3,"Blue Cross and Blue Shield of New Mexico","NM","HMO/PPO","Yes",2,2.5,2.5,"Commercial"
"1180",3,"Presbyterian Insurance Company","NM","PPO","Yes",1.5,2.5,3,"Commercial"
"1274",3,"United Healthcare Services, Inc  (New Mexico)","NM","PPO","Yes",2,2.5,2.5,"Commercial"
"1373",3,"UnitedHealthcare Insurance Company (New Mexico)","NM","PPO","Yes",2,2.5,2.5,"Commercial"
"1467",2.5,"Aetna Life Insurance Company (New Mexico)","NM","PPO","Yes",2,1.5,2,"Commercial"
"1563",2,"Cigna Health and Life Insurance Company - New Mexico","NM","PPO","Yes",2,1.5,1.5,"Commercial"
"1657",2,"Connecticut General Life Insurance Company - New Mexico","NM","PPO","Yes",2,1.5,1.5,"Commercial"
"1753",NA,"New Mexico Health Connections","NM","HMO","Yes",NA,NA,NA,"Commercial"
"1847",NA,"New Mexico Health Connections","NM","PPO","Yes",NA,NA,NA,"Commercial"
"1945",NA,"Compass Rose Health Plan","NM","PPO","No",NA,NA,NA,"Commercial"
"988",4,"Aetna Life Insurance Company (New Mexico)
                                    
                                        
                                    

                                    
                                        CMS Contract: H5521","NM","PPO","Yes",4,4,3.5,"Medicare"
"1087",4,"Presbyterian Health Plan, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H3204","NM","HMO","Yes",3.5,4,3.5,"Medicare"
"1181",3.5,"Presbyterian Insurance Company
                                    
                                        
                                    

                                    
                                        CMS Contract: H3206","NM","PPO","Yes",2.5,3,3,"Medicare"
"1275",2.5,"Care Improvement Plus South Central Insurance Company
                                    
                                        
                                    

                                    
                                        CMS Contract: H5322","NM","HMO/POS","No",2.5,3,2.5,"Medicare"
"1374",2.5,"Molina Healthcare of New Mexicoʠ
                                    
                                        
                                    

                                    
                                        CMS Contract: H9082","NM","HMO","No",2,3,3,"Medicare"
"1468",NA,"CHRISTUS Health Plan
                                    
                                        
                                    

                                    
                                        CMS Contract: H1189","NM","HMO","Yes (Interim)",NA,NA,NA,"Medicare"
"1564",NA,"Sierra Health and Life Insurance Company, Inc. (AR,LA,NM,OK,TX)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2001","NM","PPO","Yes",NA,3.5,3,"Medicare"
"1658",NA,"UnitedHealthcare Insurance Company (NM)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2228","NM","PPO","Yes",NA,1.5,2.5,"Medicare"
"1754",NA,"Blue Cross and Blue Shield of Illinois/Blue Cross Blue Shield of New Mexico
                                    
                                        
                                    

                                    
                                        CMS Contract: H3822","NM","HMO","No",NA,NA,NA,"Medicare"
"1848",NA,"Blue Cross and Blue Shield of Illinois/Blue Cross Blue Shield of New Mexico
                                    
                                        
                                    

                                    
                                        CMS Contract: H3251","NM","HMO","No",NA,NA,NA,"Medicare"
"1946",NA,"Blue Cross and Blue Shield of Illinois/Blue Cross Blue Shield of New Mexico
                                    
                                        
                                    

                                    
                                        CMS Contract: H0107","NM","PPO","No",NA,NA,NA,"Medicare"
"2039",NA,"Blue Cross and Blue Shield of Illinois/Blue Cross Blue Shield of New Mexico
                                    
                                        
                                    

                                    
                                        CMS Contract: H8634","NM","PPO","No",NA,NA,NA,"Medicare"
"2135",NA,"Blue Cross and Blue Shield of Illinois/Blue Cross Blue Shield of New Mexico
                                    
                                        
                                    

                                    
                                        CMS Contract: H3979","NM","HMO","No",NA,NA,NA,"Medicare"
"2230",NA,"Blue Cross and Blue Shield of Illinois/Blue Cross Blue Shield of New Mexico
                                    
                                        
                                    

                                    
                                        CMS Contract: H8133","NM","HMO","No",NA,NA,NA,"Medicare"
"2326",NA,"Blue Cross and Blue Shield of Illinois/Blue Cross Blue Shield of New Mexico
                                    
                                        
                                    

                                    
                                        CMS Contract: H0927","NM","HMO","No",NA,NA,NA,"Medicare"
"989",3.5,"Molina Healthcare of New Mexico","NM","HMO","Yes",3.5,3,3,"Medicaid"
"1088",3,"Blue Cross and Blue Shield of New Mexico","NM","HMO","Yes",3,2,2.5,"Medicaid"
"1182",3,"Presbyterian Health Plan, Inc.","NM","HMO","Yes",3,2.5,2.5,"Medicaid"
"1276",2.5,"UnitedHealthcare Community Plan, Inc - New Mexico","NM","HMO","Yes",3,1.5,2.5,"Medicaid"
"990",5,"Capital District Physicians' Health Plan, Inc. (CDPHP)","NY","HMO","Yes",5,4.5,4,"Commercial"
"1089",5,"Capital District Physicians' Healthcare Network, Inc. (CDPHN)","NY","HMO/POS","Yes",5,4.5,4,"Commercial"
"1183",4.5,"Capital District Physicians' Healthcare Network, Inc. (CDPHN)","NY","PPO","Yes",4,4,4,"Commercial"
"1277",4.5,"CDPHP Universal Benefits, Inc.","NY","PPO","Yes",4,4,4,"Commercial"
"1375",4.5,"HealthNow New York, Inc.","NY","HMO/POS/PPO","Yes",4,4.5,4,"Commercial"
"1469",4.5,"Independent Health Association, Inc.","NY","HMO/POS","Yes",4,4,4,"Commercial"
"1565",4.5,"Martin's Point US Family Health Plan (NH, NY, PA, VT)","NY","HMO","Yes",5,3.5,3.5,"Commercial"
"1659",4.5,"MVP Health Care, Inc.","NY","HMO/POS","Yes",4.5,4,3.5,"Commercial"
"1755",4,"Excellus BlueCross BlueShield","NY","HMO/POS/PPO","Yes",3.5,4,3.5,"Commercial"
"1849",4,"Univera Healthcare","NY","HMO/POS/PPO","Yes",3.5,4,3.5,"Commercial"
"1947",3.5,"Aetna Life Insurance Company (New York)","NY","PPO","Yes",2.5,3,3,"Commercial"
"2040",3.5,"Cigna Health and Life Insurance Company - New York","NY","HMO/POS/PPO","Yes",2.5,3,3,"Commercial"
"2136",3.5,"Connecticut General Life Insurance Company - New York","NY","HMO/POS/PPO","Yes",2.5,3,3,"Commercial"
"2231",3.5,"HIP Health Plan of New York","NY","HMO/POS","Yes",2,3.5,3,"Commercial"
"2327",3,"Aetna Health Inc. (New York)","NY","HMO/POS","Yes",3.5,2,3,"Commercial"
"2422",3,"Empire HealthChoice HMO, Inc. d/b/a Empire BlueCross BlueShield HMO","NY","HMO/POS","Yes",1.5,3,3,"Commercial"
"2519",3,"Oxford Health Insurance Company, Inc. - New York","NY","PPO","Yes",2.5,3,2.5,"Commercial"
"2618",3,"Oxford Health Plans of New York","NY","HMO/POS","Yes",2.5,2.5,2.5,"Commercial"
"2714",3,"UnitedHealthcare Insurance Company of New York","NY","PPO","Yes",2,3,2.5,"Commercial"
"289",3,"UnitedHealthcare Services, LLC ( New York)","NY","PPO","Yes",2,3,2.5,"Commercial"
"299",12,"12","NY","12","12",12,12,12,"Commercial"
"991",4.5,"Capital District Physicians' Health Plan, Inc. (CDPHP)
                                    
                                        
                                    

                                    
                                        CMS Contract: H3388","NY","HMO","Yes",4.5,4,3.5,"Medicare"
"1090",4.5,"Excellus BlueCross BlueShield
                                    
                                        
                                    

                                    
                                        CMS Contract: H3351","NY","HMO","Yes",3.5,4,3.5,"Medicare"
"1184",4.5,"MVP Health Care, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H3305","NY","HMO/POS","Yes",4,4,4,"Medicare"
"1278",4.5,"Univera Healthcare
                                    
                                        
                                    

                                    
                                        CMS Contract: H3351","NY","HMO","Yes",3.5,4,3.5,"Medicare"
"1376",4,"Aetna Health Inc. (New York)
                                    
                                        
                                    

                                    
                                        CMS Contract: H3312","NY","HMO","Yes",3,3,3.5,"Medicare"
"1470",4,"Aetna Life Insurance Company (New York)
                                    
                                        
                                    

                                    
                                        CMS Contract: H5521","NY","PPO","Yes",4,4,3.5,"Medicare"
"1566",4,"CDPHP Universal Benefits, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H5042","NY","PPO","No",4.5,4.5,4,"Medicare"
"1660",4,"Excellus BlueCross BlueShield
                                    
                                        
                                    

                                    
                                        CMS Contract: H3335","NY","PPO","Yes",3.5,3.5,3.5,"Medicare"
"1756",4,"HealthNow New York, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H3384","NY","HMO","Yes",3.5,4,3.5,"Medicare"
"1850",4,"HealthNow New York, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H5526","NY","PPO","Yes",3.5,4,3.5,"Medicare"
"1948",4,"Independent Health Association, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H3362","NY","HMO","No",4.5,3.5,4,"Medicare"
"2041",4,"Independent Health Association, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H3344","NY","PPO","No",4,3.5,4,"Medicare"
"2137",4,"MVP Health Care, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H9859","NY","HMO/POS","Yes",3.5,4,3.5,"Medicare"
"2232",3.5,"HIP Health Plan of New York
                                    
                                        
                                    

                                    
                                        CMS Contract: H3330","NY","HMO","Yes",1.5,3.5,3.5,"Medicare"
"2328",3.5,"UnitedHealthcare Insurance Company of New York (Medicare)
                                    
                                        
                                    

                                    
                                        CMS Contract: H1537","NY","PPO","No",4,3,3.5,"Medicare"
"2423",3,"American Progressive Life & Health Insurance Company of New York
                                    
                                        
                                    

                                    
                                        CMS Contract: H2775","NY","PPO","No",3,3,3,"Medicare"
"2520",3,"Healthfirst Health Plan, Inc
                                    
                                        
                                    

                                    
                                        CMS Contract: H3359","NY","HMO","No",2.5,3,3.5,"Medicare"
"2619",3,"Humana Insurance Company of New York
                                    
                                        
                                    

                                    
                                        CMS Contract: H5970","NY","PPO","No",3,3,3,"Medicare"
"2715",3,"MetroPlus Health Plan
                                    
                                        
                                    

                                    
                                        CMS Contract: H0423","NY","HMO","No",1.5,3.5,3.5,"Medicare"
"2810",3,"Oxford Health Plans of New York (Medicare)
                                    
                                        
                                    

                                    
                                        CMS Contract: H3307","NY","HMO/POS","Yes",2,2.5,3,"Medicare"
