"","rating","plan","state","type","ncqa","consumersat","prevention","treatment","instype"
"1942",NA,"BCBSM, Inc. (dba Blue Cross Blue Shield of Minnesota)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2461","MN","HMO","No",NA,NA,NA,"Medicare"
"2039",NA,"Medica Health Plans (MHP)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2450","MN","HMO","No",NA,NA,NA,"Medicare"
"2135",NA,"Medica Health Plans (MHP) †
                                    
                                        
                                    

                                    
                                        CMS Contract: H2458","MN","HMO","No",NA,NA,NA,"Medicare"
"2232",NA,"UCare †
                                    
                                        
                                    

                                    
                                        CMS Contract: H2456","MN","HMO","No",NA,NA,NA,"Medicare"
"2325",NA,"UCare †
                                    
                                        
                                    

                                    
                                        CMS Contract: H5937","MN","HMO","No",NA,NA,NA,"Medicare"
"966",5,"Blue Plus (HMO Minnesota dba Blue Plus)
                                    
                                        
                                    

                                    
                                        Special Project: MSHO","MN","HMO","Yes",5,NA,4.5,"Medicaid"
"1065",4,"Blue Plus (HMO Minnesota dba Blue Plus)
                                    
                                        
                                    

                                    
                                        Special Project: MN Care","MN","HMO","Yes",2,3.5,4,"Medicaid"
"1163",4,"Blue Plus (HMO Minnesota dba Blue Plus)
                                    
                                        
                                    

                                    
                                        Special Project: PMAP","MN","HMO","Yes",3.5,3,3.5,"Medicaid"
"1260",3.5,"PrimeWest Health","MN","HMO","Yes",3,2.5,3.5,"Medicaid"
"1356",NA,"Itasca Medical Care
                                    
                                        
                                    

                                    
                                        Special Project: MN Care","MN","HMO","No",NA,NA,1.5,"Medicaid"
"1453",NA,"Itasca Medical Care
                                    
                                        
                                    

                                    
                                        Special Project: PMAP","MN","HMO","No",NA,2.5,2,"Medicaid"
"1553",NA,"HealthPartners
                                    
                                        
                                    

                                    
                                        Special Project / Area: MN Care / Minnesota","MN","HMO","No",NA,NA,NA,"Medicaid"
"1651",NA,"HealthPartners
                                    
                                        
                                    

                                    
                                        Special Project / Area: PMAP / Minnesota","MN","HMO","No",NA,NA,NA,"Medicaid"
"1749",NA,"Hennepin Health
                                    
                                        
                                    

                                    
                                        Special Project: MA Expan/F&C","MN","HMO","No",NA,NA,NA,"Medicaid"
"1845",NA,"Hennepin Health
                                    
                                        
                                    

                                    
                                        Special Project / Area: MN Care / Minnesota","MN","HMO","No",NA,NA,NA,"Medicaid"
"1943",NA,"South Country Health Alliance
                                    
                                        
                                    

                                    
                                        Special Project: PMAP","MN","HMO","No",NA,NA,NA,"Medicaid"
"2040",NA,"South Country Health Alliance
                                    
                                        
                                    

                                    
                                        Special Project: MN Care","MN","HMO","No",NA,NA,NA,"Medicaid"
"2136",NA,"UCare
                                    
                                        
                                    

                                    
                                        Special Project: MN Care","MN","HMO","No",NA,NA,NA,"Medicaid"
"2233",NA,"UCare
                                    
                                        
                                    

                                    
                                        Special Project: PMAP","MN","HMO","No",NA,NA,NA,"Medicaid"
"967",3,"United HealthCare Services, Inc. (Mississippi)","MS","PPO","Yes",3,2.5,2.5,"Commercial"
"1066",3,"UnitedHealthcare Insurance Company (Mississippi)","MS","PPO","Yes",3,2.5,2.5,"Commercial"
"1164",2.5,"Aetna Life Insurance Company (Mississippi)","MS","PPO/EPO","Yes",3.5,1.5,1.5,"Commercial"
"1261",2.5,"Cigna Health and Life Insurance Company - Mississippi","MS","PPO/EPO","Yes",3.5,1.5,1.5,"Commercial"
"1357",1.5,"American Postal Workers Union Health Plan","MS","PPO","No",4,0.5,1.5,"Commercial"
"1454",NA,"Blue Cross & Blue Shield of Mississippi, A Mutual Insurance Company","MS","PPO","Yes",NA,NA,NA,"Commercial"
"1554",NA,"Compass Rose Health Plan","MS","PPO","No",NA,NA,NA,"Commercial"
"1652",NA,"Government Employees Health Association, Inc.","MS","PPO","No",NA,NA,NA,"Commercial"
"1750",NA,"National Association of Letter Carriers Health Benefit Plan","MS","PPO","No",NA,NA,NA,"Commercial"
"1846",NA,"Special Agents Mutual Benefit Association","MS","PPO","No",NA,NA,NA,"Commercial"
"968",4,"Aetna Life Insurance Company (Mississippi)
                                    
                                        
                                    

                                    
                                        CMS Contract: H5521","MS","PPO","Yes",3.5,4,3.5,"Medicare"
"1067",4,"Sierra Health and Life Insurance Company, Inc. (AL,MS,SC,TN)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2001","MS","PPO","Yes",4,5,3.5,"Medicare"
"1165",3.5,"HealthSpring of Tennessee
                                    
                                        
                                    

                                    
                                        CMS Contract: H4454","MS","HMO","No",3.5,4.5,3.5,"Medicare"
"1262",3.5,"Sierra Health and Life Insurance Company, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H2406","MS","PPO","No",3.5,4,3.5,"Medicare"
"1358",3.5,"UnitedHealthcare Insurance Company (AL,FL,GA,KY,MS,NC,SC,TN)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2228","MS","PPO","Yes",3,3.5,3,"Medicare"
"1455",3,"HealthSpring of Tennessee
                                    
                                        
                                    

                                    
                                        CMS Contract: H4407","MS","HMO","No",3.5,4,3,"Medicare"
"1555",2.5,"Harmony Health Plan of Illinois (Mississippi)
                                    
                                        
                                    

                                    
                                        CMS Contract: H1416","MS","HMO/POS","Yes",2.5,2,2,"Medicare"
"1653",2.5,"UnitedHealthcare Insurance Company (Washington) †
                                    
                                        
                                    

                                    
                                        CMS Contract: H5008","MS","HMO","No",1.5,3,3,"Medicare"
"1751",NA,"Humana Insurance Company (Mississippi)
                                    
                                        
                                    

                                    
                                        CMS Contract: R0110","MS","PPO","No",NA,1.5,2.5,"Medicare"
"969",3,"Magnolia Health Plan","MS","HMO","Yes",4,2,2,"Medicaid"
"1068",2.5,"UnitedHealthcare of Mississippi, Inc dba UnitedHealthcare Community Plan (MS CAN)","MS","HMO","Yes",4,2,2,"Medicaid"
"970",4,"Blue Cross and Blue Shield of Kansas City, Good Health HMO, Inc.","MO","HMO","Yes",4,3.5,3,"Commercial"
"1069",3.5,"Blue Cross and Blue Shield of Kansas City","MO","PPO","Yes",3,3,3,"Commercial"
"1166",3.5,"Cigna Health and Life Insurance Company - Missouri","MO","PPO","Yes",2.5,3,3,"Commercial"
"1263",3.5,"Coventry Health and Life Insurance Company (Missouri)","MO","PPO","Yes",2.5,2.5,3,"Commercial"
"1359",3.5,"HMO Missouri, Inc. dba Anthem Blue Cross Blue Shield in Missouri","MO","HMO/POS","Yes",2.5,3,3,"Commercial"
"1456",3.5,"Humana Health Plan, Inc. (Kansas City)","MO","HMO/POS","Yes",4,2,3,"Commercial"
"1556",3.5,"United Healthcare Services, Inc  (Missouri)","MO","PPO","Yes",2.5,3.5,3,"Commercial"
"1654",3.5,"UnitedHealthcare Insurance Company (Missouri)","MO","PPO","Yes",2.5,3.5,3,"Commercial"
"1752",3,"Aetna Health Inc. (Pennsylvania) - Missouri","MO","HMO/POS","Yes",2.5,2,3,"Commercial"
"1847",3,"Humana Insurance Company (KS, MO)","MO","PPO","Yes",2,2.5,3,"Commercial"
"1944",3,"RightCHOICE Managed Care, Inc. dba Anthem Blue Cross and Blue Shield in Missouri
                                    
                                        
                                    

                                    
                                        Special Project: Federal Employee Program","MO","PPO","Yes",5,2,2,"Commercial"
"2041",2.5,"Aetna Life Insurance Company (Missouri)","MO","PPO/EPO","Yes",3,1.5,2.5,"Commercial"
"2137",2.5,"Cigna HealthCare of St. Louis, Inc.","MO","HMO/POS","Yes",2.5,2,2,"Commercial"
"2234",1.5,"American Postal Workers Union Health Plan","MO","PPO","No",4,0.5,1.5,"Commercial"
"2326",NA,"Coventry Health and Life Insurance Company (Western Missouri)","MO","PPO","Yes",NA,NA,NA,"Commercial"
"2422",NA,"Coventry Health Care of Missouri, Inc.","MO","HMO/POS","Yes",NA,NA,NA,"Commercial"
"2520",NA,"UnitedHealthcare Military & Veterans Services, LLC","MO","POS","Yes",NA,NA,NA,"Commercial"
"2619",NA,"UnitedHealthcare of the Midwest, Inc.","MO","HMO/POS","Yes",NA,NA,NA,"Commercial"
"2716",NA,"Compass Rose Health Plan","MO","PPO","No",NA,NA,NA,"Commercial"
"2815",NA,"Cox Health Systems Insurance Company, Inc.","MO","PPO","No",NA,NA,NA,"Commercial"
"2913",12,"12","MO","12","12",12,12,12,"Commercial"
"971",4,"Aetna Health Inc. (Pennsylvania) - Missouri
                                    
                                        
                                    

                                    
                                        CMS Contract: H3931","MO","HMO","Yes",3.5,3,3.5,"Medicare"
"1070",4,"Aetna Life Insurance Company (Missouri)
                                    
                                        
                                    

                                    
                                        CMS Contract: H5521","MO","PPO","Yes",3.5,4,3.5,"Medicare"
"1167",4,"Sierra Health and Life Insurance Company, Inc. (IA,KS,MO,NE)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2001","MO","PPO","Yes",4,5,3.5,"Medicare"
"1264",3.5,"Coventry Health and Life Insurance Company (Iowa)
                                    
                                        
                                    

                                    
                                        CMS Contract: H1608","MO","PPO","No",4,3.5,3.5,"Medicare"
"1360",3.5,"Coventry Health Care of Missouri, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H2663","MO","HMO/POS","No",4,4,3.5,"Medicare"
"1457",3.5,"Essence Healthcare, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H2610","MO","HMO","No",4.5,4.5,3.5,"Medicare"
"1557",3.5,"Humana Health Plan, Inc. (Kansas City)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2649","MO","HMO","Yes",2.5,3,3,"Medicare"
"1655",3.5,"Humana Insurance Company (KS, MO)
                                    
                                        
                                    

                                    
                                        CMS Contract: H5216","MO","PPO","Yes",3.5,4,3,"Medicare"
"1753",3.5,"Sierra Health and Life Insurance Company, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H2406","MO","PPO","No",3.5,4,3.5,"Medicare"
"1848",3.5,"UnitedHealthcare Insurance Company (IA,KS,MO,NE)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2228","MO","PPO","Yes",3,3.5,3,"Medicare"
"1945",3.5,"UnitedHealthcare of the Midlands
                                    
                                        
                                    

                                    
                                        CMS Contract: H2802","MO","HMO/POS","Yes",3.5,3.5,3,"Medicare"
"2042",3,"Blue-Advantage Plus of Kansas City, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H1352","MO","HMO","No",3,3,3,"Medicare"
"2138",2.5,"Care Improvement Plus South Central Insurance Company
                                    
                                        
                                    

                                    
                                        CMS Contract: R3444","MO","PPO","No",2.5,3,2.5,"Medicare"
"2235",2.5,"Cigna HealthCare of St. Louis, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H9460","MO","HMO","No",2,2.5,3,"Medicare"
"2327",NA,"UnitedHealthcare Insurance Company (CT)
                                    
                                        
                                    

                                    
                                        CMS Contract: H0710","MO","PPO","No",NA,1.5,3,"Medicare"
"2423",NA,"HMO Missouri, Inc. dba Anthem Blue Cross Blue Shield in Missouri
                                    
                                        
                                    

                                    
                                        CMS Contract: H9886","MO","HMO","No",NA,NA,NA,"Medicare"
"972",3,"Home State Health Plan, Inc.","MO","HMO","Yes",3.5,2,2.5,"Medicaid"
"1071",3,"Missouri Care Incorporated","MO","HMO","Yes",3,2,2,"Medicaid"
"1168",NA,"UnitedHealthcare of the Midwest, Inc. dba UnitedHealthcare Community Plan (MO)","MO","HMO","Yes (Interim)",NA,NA,NA,"Medicaid"
"973",3,"Cigna Health and Life Insurance Company - Montana/South Dakota","MT","PPO","Yes",3,2,2.5,"Commercial"
"1072",3,"PacificSource Health Plans - Montana","MT","PPO","Yes",2,2,2.5,"Commercial"
"1169",3,"United HealthCare Services, Inc. (Montana)","MT","PPO","Yes",2,2.5,3,"Commercial"
"1265",3,"UnitedHealthcare Insurance Company (Montana)","MT","PPO","Yes",2,2.5,3,"Commercial"
"1361",1.5,"American Postal Workers Union Health Plan","MT","PPO","No",4,0.5,1.5,"Commercial"
"1458",NA,"Aetna Life Insurance Company (Montana)","MT","PPO/EPO","Yes",NA,NA,NA,"Commercial"
"1558",NA,"UnitedHealthcare Military & Veterans Services, LLC","MT","POS","Yes",NA,NA,NA,"Commercial"
"1656",NA,"Compass Rose Health Plan","MT","PPO","No",NA,NA,NA,"Commercial"
"1754",NA,"Government Employees Health Association, Inc.","MT","PPO","No",NA,NA,NA,"Commercial"
"1849",NA,"National Association of Letter Carriers Health Benefit Plan","MT","PPO","No",NA,NA,NA,"Commercial"
"1946",NA,"Special Agents Mutual Benefit Association","MT","PPO","No",NA,NA,NA,"Commercial"
"974",4,"Sierra Health and Life Insurance Company, Inc. (CO,MT,ND,SD,UT,WY)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2001","MT","PPO","Yes",4,5,3.5,"Medicare"
"1073",3.5,"Sierra Health and Life Insurance Company, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H2406","MT","PPO","No",3.5,4,3.5,"Medicare"
"1170",3,"Humana Benefit Plan of Illinois, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H5525","MT","PPO","No",4,3,3,"Medicare"
"1266",NA,"Blue Cross and Blue Shield of Illinois/Blue Cross Blue Shield of New Mexico
                                    
                                        
                                    

                                    
                                        CMS Contract: H3822","MT","HMO","No",NA,NA,NA,"Medicare"
"1362",NA,"Blue Cross and Blue Shield of Illinois/Blue Cross Blue Shield of New Mexico
                                    
                                        
                                    

                                    
                                        CMS Contract: H0107","MT","PPO","No",NA,NA,NA,"Medicare"
"1459",NA,"Blue Cross and Blue Shield of Illinois/Blue Cross Blue Shield of New Mexico
                                    
                                        
                                    

                                    
                                        CMS Contract: H3979","MT","HMO","No",NA,NA,NA,"Medicare"
"1559",NA,"Blue Cross and Blue Shield of Illinois/Blue Cross Blue Shield of New Mexico
                                    
                                        
                                    

                                    
                                        CMS Contract: H8133","MT","HMO","No",NA,NA,NA,"Medicare"
"140",NA,"[ No Data Submitted for Accounts ]","MT","[ No Data Submitted for Accounts ]","[ No Data Submitted for Accounts ]",NA,NA,NA,"Medicaid"
"975",4,"Avera Health Plans, Inc.","NE","HMO","Yes",4,3.5,3,"Commercial"
"1074",3.5,"Aetna Life Insurance Company (Nebraska)","NE","PPO/EPO","Yes",3.5,2,3,"Commercial"
"1171",3.5,"United Healthcare Services, Inc  (Nebraska)","NE","PPO","Yes",2,3.5,3.5,"Commercial"
"1267",3.5,"UnitedHealthcare Insurance Company (Nebraska)","NE","PPO","Yes",2,3.5,3.5,"Commercial"
"1363",3,"Cigna Health and Life Insurance Company - Nebraska","NE","PPO","Yes",4,1.5,2,"Commercial"
"1460",1.5,"American Postal Workers Union Health Plan","NE","PPO","No",4,0.5,1.5,"Commercial"
"1560",NA,"Aetna Health Inc. (Pennsylvania) - Nebraska","NE","HMO/POS","Yes",NA,NA,NA,"Commercial"
"1657",NA,"Coventry Health and Life Insurance Company (Nebraska)","NE","PPO","Yes",NA,NA,NA,"Commercial"
"1755",NA,"Coventry Health Care of Nebraska, Inc.","NE","HMO/POS","Yes",NA,NA,NA,"Commercial"
"1850",NA,"Medica Insurance Company-Nebraska","NE","PPO","Yes",NA,NA,NA,"Commercial"
"1947",NA,"UnitedHealthcare Military & Veterans Services, LLC","NE","POS","Yes",NA,NA,NA,"Commercial"
"2043",NA,"Compass Rose Health Plan","NE","PPO","No",NA,NA,NA,"Commercial"
"2139",NA,"Government Employees Health Association, Inc.","NE","PPO","No",NA,NA,NA,"Commercial"
"2236",NA,"National Association of Letter Carriers Health Benefit Plan","NE","PPO","No",NA,NA,NA,"Commercial"
"2328",NA,"Special Agents Mutual Benefit Association","NE","PPO","No",NA,NA,NA,"Commercial"
"976",4,"Aetna Life Insurance Company (Nebraska)
                                    
                                        
                                    

                                    
                                        CMS Contract: H5521","NE","PPO","Yes",3.5,4,3.5,"Medicare"
"1075",4,"Sierra Health and Life Insurance Company, Inc. (IA,KS,MO,NE)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2001","NE","PPO","Yes",4,5,3.5,"Medicare"
"1172",3.5,"Coventry Health and Life Insurance Company (Iowa)
                                    
                                        
                                    

                                    
                                        CMS Contract: H1608","NE","PPO","No",4,3.5,3.5,"Medicare"
"1268",3.5,"Sierra Health and Life Insurance Company, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H2406","NE","PPO","No",3.5,4,3.5,"Medicare"
"1364",3.5,"UnitedHealthcare Insurance Company (IA,KS,MO,NE)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2228","NE","PPO","Yes",3,3.5,3,"Medicare"
"1461",3.5,"UnitedHealthcare of the Midlands
                                    
                                        
                                    

                                    
                                        CMS Contract: H2802","NE","HMO/POS","Yes",3.5,3.5,3,"Medicare"
"1561",3,"Aetna Health Inc. (Pennsylvania) - Nebraska
                                    
                                        
                                    

                                    
                                        CMS Contract: H7149","NE","HMO","No",3,3,3.5,"Medicare"
"1658",3,"CHA HMO, Inc (Hawaii/Iowa)
                                    
                                        
                                    

                                    
                                        CMS Contract: H0028","NE","HMO","No",2,3,3.5,"Medicare"
"1756",3,"Heartland Plains Health
                                    
                                        
                                    

                                    
                                        CMS Contract: H3765","NE","HMO","No",3.5,3,2.5,"Medicare"
"1851",NA,"Health Alliance Midwest, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H1737","NE","HMO","Yes",NA,1.5,2,"Medicare"
"1948",NA,"Health Alliance Midwest, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H2591","NE","PPO","No",NA,0.5,NA,"Medicare"
"977",4,"UnitedHealthcare of the Midlands, Inc dba UnitedHealthcare Community Plan (NE)","NE","HMO","Yes",4.5,3.5,3.5,"Medicaid"
"1076",NA,"Nebraska Total Care","NE","HMO","Yes (Interim)",NA,NA,NA,"Medicaid"
"1173",NA,"WellCare of Nebraska, Inc.","NE","HMO","Yes (Interim)",NA,NA,NA,"Medicaid"
"978",3,"Aetna Health Inc. (Pennsylvania) - Arizona","NV","HMO/POS","Yes",2,2,3,"Commercial"
"1077",3,"Health Plan of Nevada, Inc.","NV","HMO/POS","Yes",1.5,3,2.5,"Commercial"
"1174",3,"Prominence Health Plan","NV","HMO/POS","Yes",2,2.5,2.5,"Commercial"
"1269",3,"United HealthCare Services, Inc. (Nevada)","NV","PPO","Yes",1.5,2.5,2.5,"Commercial"
"1365",3,"UnitedHealthcare Insurance Company (Nevada)","NV","PPO","Yes",1.5,2.5,2.5,"Commercial"
"1462",2.5,"Aetna Life Insurance Company (Nevada)","NV","PPO/EPO","Yes",1.5,2,2.5,"Commercial"
"1562",2.5,"Cigna Health and Life Insurance Company - Nevada","NV","PPO","Yes",1.5,2.5,2.5,"Commercial"
"1659",2.5,"Rocky Mountain Hospital and Medical Services Inc. dba Anthem Blue Cross and Blue Shield (Nevada)
                                    
                                        
                                    

                                    
                                        Special Project: Federal Employee Program","NV","PPO","Yes",3,2.5,2,"Commercial"
"1757",2.5,"Sierra Health & Life","NV","PPO","Yes",1.5,2.5,2,"Commercial"
"1852",1.5,"American Postal Workers Union Health Plan","NV","PPO","No",4,0.5,1.5,"Commercial"
"1949",NA,"UnitedHealthcare Military & Veterans Services, LLC","NV","POS","Yes",NA,NA,NA,"Commercial"
"2044",NA,"Compass Rose Health Plan","NV","PPO","No",NA,NA,NA,"Commercial"
"2140",NA,"Government Employees Health Association, Inc.","NV","PPO","No",NA,NA,NA,"Commercial"
"2237",NA,"National Association of Letter Carriers Health Benefit Plan","NV","PPO","No",NA,NA,NA,"Commercial"
"2329",NA,"Special Agents Mutual Benefit Association","NV","PPO","No",NA,NA,NA,"Commercial"
"979",4,"Aetna Health Inc. (Pennsylvania) - Arizona
                                    
                                        
                                    

                                    
                                        CMS Contract: H3931","NV","HMO","Yes",3.5,3,3.5,"Medicare"
"1078",4,"Aetna Life Insurance Company (Nevada)
                                    
                                        
                                    

                                    
                                        CMS Contract: H5521","NV","PPO","Yes",3.5,4,3.5,"Medicare"
"1175",4,"PacifiCare of Colorado, Inc. (AZ/CO/NV)
                                    
                                        
                                    

                                    
                                        CMS Contract: H0609","NV","HMO","Yes",3,3.5,3.5,"Medicare"
"1270",4,"Sierra Health and Life Insurance Company, Inc. (AZ,CA,NV)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2001","NV","PPO","Yes",4,5,3.5,"Medicare"
"1366",3.5,"Health Plan of Nevada, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H2931","NV","HMO","Yes",1.5,3.5,3.5,"Medicare"
"1463",3.5,"Sierra Health and Life Insurance Company, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H2406","NV","PPO","No",3.5,4,3.5,"Medicare"
"1563",3.5,"UnitedHealthcare Insurance Company (AZ,CA,NV)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2228","NV","PPO","Yes",3,3.5,3,"Medicare"
"1660",2,"Prominence Health Plan
                                    
                                        
                                    

                                    
                                        CMS Contract: H5945","NV","HMO","No",2,2,2.5,"Medicare"
"1758",NA,"CareMore HealthPlan
                                    
                                        
                                    

                                    
                                        CMS Contract: H4346","NV","HMO","No",NA,NA,NA,"Medicare"
"1853",NA,"Hometown Health - Nevada
                                    
                                        
                                    

                                    
                                        CMS Contract: H2960","NV","HMO","No",NA,NA,NA,"Medicare"
"980",3,"Community Care Health Plan of Nevada, Inc. dba Anthem Blue Cross and Blue Shield Healthcare Solutions","NV","HMO","Yes",3,3,2.5,"Medicaid"
"1079",3,"Health Plan of Nevada, Inc.","NV","HMO","Yes",3,3,2.5,"Medicaid"
"1176",NA,"SilverSummit Health Plan","NV","HMO","Yes (Interim)",NA,NA,NA,"Medicaid"
"981",4.5,"Martin's Point US Family Health Plan (NH, NY, PA, VT)","NH","HMO","Yes",5,4,3.5,"Commercial"
"1080",4,"Harvard Pilgrim Health Care of New England (NH)","NH","HMO/POS","Yes",3,3.5,3.5,"Commercial"
"1177",4,"Matthew Thornton Health Plan, Inc.","NH","HMO/POS","Yes",3.5,4,3.5,"Commercial"
"1271",4,"United HealthCare Services, Inc. (New Hampshire)","NH","PPO","Yes",3,3,3.5,"Commercial"
"1367",4,"UnitedHealthcare Insurance Company (New Hampshire)","NH","PPO","Yes",3,3,3.5,"Commercial"
"1464",3.5,"Anthem Health Plans of New Hampshire, Inc. d/b/a/ Anthem Blue Cross and Blue Shield in New Hampshire
                                    
                                        
                                    

                                    
                                        Special Project: Federal Employee Program","NH","PPO","Yes",4,2.5,2.5,"Commercial"
"1564",3.5,"Cigna Health and Life Insurance Company - New Hampshire","NH","HMO/POS/PPO","Yes",2.5,3.5,3.5,"Commercial"
"1661",3,"Aetna Life Insurance Company (NH/VT)","NH","PPO/EPO","Yes",3.5,1.5,2.5,"Commercial"
"1759",1.5,"American Postal Workers Union Health Plan","NH","PPO","No",4,0.5,1.5,"Commercial"
"1854",NA,"Compass Rose Health Plan","NH","PPO","No",NA,NA,NA,"Commercial"
"1950",NA,"Government Employees Health Association, Inc.","NH","PPO","No",NA,NA,NA,"Commercial"
"2045",NA,"National Association of Letter Carriers Health Benefit Plan","NH","PPO","No",NA,NA,NA,"Commercial"
"2141",NA,"Special Agents Mutual Benefit Association","NH","PPO","No",NA,NA,NA,"Commercial"
"982",4,"Martin's Point Generations Advantage, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H5591","NH","HMO/POS","No",4.5,4,4,"Medicare"
"1081",4,"Martin's Point Generations Advantage, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H1365","NH","PPO","No",4,4,4,"Medicare"
"1178",4,"Sierra Health and Life Insurance Company, Inc.-(CT,MA,ME,NH,RI,VT)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2001","NH","PPO","Yes",4,5,3.5,"Medicare"
"1272",4,"UnitedHealthcare of New England, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H1944","NH","HMO","Yes",3.5,3.5,3.5,"Medicare"
"1368",3.5,"Sierra Health and Life Insurance Company, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H2406","NH","PPO","No",3.5,4,3.5,"Medicare"
"1465",3,"Care Improvement Plus South Central Insurance Company
                                    
                                        
                                    

                                    
                                        CMS Contract: H5322","NH","HMO/POS","No",3.5,3.5,2.5,"Medicare"
"1565",NA,"Sierra Health and Life Insurance Company, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: R5329","NH","PPO","No",NA,1,3,"Medicare"
"1662",NA,"UnitedHealthcare Insurance Company (CT)
                                    
                                        
                                    

                                    
                                        CMS Contract: H0710","NH","PPO","No",NA,1.5,3,"Medicare"
"1760",NA,"Anthem Health Plans of New Hampshire, Inc. d/b/a/ Anthem Blue Cross and Blue Shield in New Hampshire
                                    
                                        
                                    

                                    
                                        CMS Contract: H7728","NH","PPO","No",NA,NA,NA,"Medicare"
"983",4.5,"Boston Medical Center Health Plan, Inc. (d/b/a Well Sense Health Plan)","NH","HMO","Yes",3.5,3,4,"Medicaid"
"1082",4,"Granite State Health Plan d/b/a NH Healthy Families","NH","HMO","Yes",3.5,3,4,"Medicaid"
"984",4,"Horizon Blue Cross Blue Shield of New Jersey, Inc.","NJ","HMO","Yes",3.5,3,3.5,"Commercial"
"1083",4,"Horizon Healthcare Services, Inc. /dba/ Horizon Blue Cross Blue Shield of New Jersey, Inc.","NJ","POS","Yes",3.5,3,3.5,"Commercial"
"1179",3.5,"Aetna Health Inc. (New Jersey)","NJ","HMO/POS","Yes",4,3,3,"Commercial"
"1273",3.5,"Aetna Life Insurance Company (New Jersey)","NJ","PPO/EPO","Yes",3,2.5,3,"Commercial"
"1369",3.5,"AmeriHealth Insurance Company of New Jersey","NJ","POS","Yes",3.5,2.5,3,"Commercial"
"1466",3.5,"Cigna Health and Life Insurance Company - New Jersey","NJ","PPO","Yes",2.5,2.5,3,"Commercial"
"1566",3.5,"Horizon Healthcare Services, Inc. /dba/ Horizon Blue Cross Blue Shield of New Jersey, Inc.","NJ","PPO/EPO","Yes",3,2.5,3.5,"Commercial"
"1663",3.5,"United HealthCare Services, Inc. (New Jersey)","NJ","PPO","Yes",2.5,3,3.5,"Commercial"
"1761",3.5,"UnitedHealthcare Insurance Company (New Jersey)","NJ","PPO","Yes",2.5,3,3.5,"Commercial"
"1855",3,"AmeriHealth HMO, Inc. - New Jersey","NJ","HMO/POS","Yes",3,2.5,2.5,"Commercial"
"1951",3,"AmeriHealth Insurance Company of New Jersey","NJ","PPO","Yes",3.5,2.5,2.5,"Commercial"
"2046",3,"Oxford Health Insurance Company, Inc. (New Jersey)","NJ","PPO","Yes",2,2.5,3,"Commercial"
"2142",1.5,"American Postal Workers Union Health Plan","NJ","PPO","No",4,0.5,1.5,"Commercial"
"2238",NA,"Cigna HealthCare of New Jersey, Inc.","NJ","HMO/POS","Yes",NA,NA,NA,"Commercial"
"2330",NA,"Oscar Garden State Insurance Corporation","NJ","PPO","Yes",NA,NA,NA,"Commercial"
"2424",NA,"Oxford Health Plans (NJ), Inc.
                                    
                                        
                                    

                                    
                                        Special Project: NJ Commercial","NJ","HMO/POS","Yes",NA,2.5,3.5,"Commercial"
"2521",NA,"Compass Rose Health Plan","NJ","PPO","No",NA,NA,NA,"Commercial"
"2620",NA,"Government Employees Health Association, Inc.","NJ","PPO","No",NA,NA,NA,"Commercial"
"2717",NA,"National Association of Letter Carriers Health Benefit Plan","NJ","PPO","No",NA,NA,NA,"Commercial"
"2816",NA,"QualCare, Inc. (New Jersey)","NJ","PPO","No",NA,NA,NA,"Commercial"
"2914",12,"12","NJ","12","12",12,12,12,"Commercial"
"985",4,"Aetna Health Inc. (New Jersey)
                                    
                                        
                                    

                                    
                                        CMS Contract: H3152","NJ","HMO","Yes",4,3,3.5,"Medicare"
